,time,ctwl/nm,thresh/dBm,reflection/%
153,2022-07-11 22:17:47,1547.792,-37.883,
154,2022-07-11 22:19:16,1547.792,-37.873,
155,2022-07-11 22:20:45,1547.792,-37.86,
156,2022-07-11 22:22:14,1547.796,-37.852,
157,2022-07-11 22:23:43,1547.804,-37.844,
158,2022-07-11 22:25:11,1547.8,-37.834,
159,2022-07-11 22:26:40,1547.804,-37.827,
160,2022-07-11 22:28:09,1547.808,-37.816,
161,2022-07-11 22:29:38,1547.804,-37.813,
162,2022-07-11 22:31:07,1547.808,-37.808,
163,2022-07-11 22:32:36,1547.812,-37.801,
164,2022-07-11 22:34:05,1547.812,-37.796,
165,2022-07-11 22:35:34,1547.816,-37.792,
166,2022-07-11 22:37:03,1547.82,-37.784,
167,2022-07-11 22:38:31,1547.82,-37.781,
168,2022-07-11 22:40:00,1547.82,-37.774,
169,2022-07-11 22:41:29,1547.824,-37.772,
170,2022-07-11 22:42:58,1547.824,-37.765,
171,2022-07-11 22:44:27,1547.828,-37.757,
172,2022-07-11 22:45:56,1547.832,-37.755,
173,2022-07-11 22:47:25,1547.832,-37.747,
174,2022-07-11 22:48:54,1547.832,-37.745,
175,2022-07-11 22:50:23,1547.832,-37.743,
176,2022-07-11 22:51:52,1547.836,-37.741,
177,2022-07-11 22:53:20,1547.836,-37.738,
178,2022-07-11 22:54:49,1547.84,-37.735,
179,2022-07-11 22:56:18,1547.84,-37.73,
180,2022-07-11 22:57:47,1547.844,-37.731,
181,2022-07-11 22:59:16,1547.844,-37.73,
182,2022-07-11 23:00:45,1547.844,-37.725,
183,2022-07-11 23:02:24,1547.844,-37.727,
184,2022-07-11 23:03:53,1547.848,-37.72,
185,2022-07-11 23:05:22,1547.852,-37.72,
186,2022-07-11 23:06:51,1547.852,-37.719,
187,2022-07-11 23:08:20,1547.856,-37.718,
188,2022-07-11 23:09:57,1547.856,-37.719,
189,2022-07-11 23:11:26,1547.86,-37.719,
190,2022-07-11 23:12:55,1547.86,-37.723,
191,2022-07-11 23:14:28,1547.86,-37.722,
192,2022-07-11 23:15:56,1547.864,-37.719,
193,2022-07-11 23:17:25,1547.864,-37.723,
194,2022-07-11 23:19:01,1547.868,-37.721,
195,2022-07-11 23:20:30,1547.864,-37.723,
196,2022-07-11 23:22:03,1547.872,-37.724,
197,2022-07-11 23:23:32,1547.872,-37.728,
198,2022-07-11 23:25:00,1547.868,-37.725,
199,2022-07-11 23:26:33,1547.876,-37.726,
200,2022-07-11 23:28:05,1547.876,-37.729,
201,2022-07-11 23:29:34,1547.88,-37.731,
202,2022-07-11 23:31:03,1547.876,-37.734,
203,2022-07-11 23:32:32,1547.876,-37.734,
204,2022-07-11 23:34:05,1547.88,-37.734,
205,2022-07-11 23:35:34,1547.88,-37.738,
206,2022-07-11 23:37:03,1547.884,-37.739,
207,2022-07-11 23:38:35,1547.888,-37.741,
208,2022-07-11 23:40:12,1547.888,-37.741,
209,2022-07-11 23:41:41,1547.888,-37.744,
210,2022-07-11 23:43:17,1547.888,-37.746,
211,2022-07-11 23:44:46,1547.892,-37.747,
212,2022-07-11 23:46:15,1547.892,-37.748,
213,2022-07-11 23:47:44,1547.896,-37.748,
214,2022-07-11 23:49:13,1547.896,-37.751,
215,2022-07-11 23:50:45,1547.9,-37.755,
216,2022-07-11 23:52:14,1547.9,-37.757,
217,2022-07-11 23:53:43,1547.9,-37.76,
218,2022-07-11 23:55:12,1547.904,-37.762,
219,2022-07-11 23:56:41,1547.904,-37.763,
220,2022-07-11 23:58:13,1547.904,-37.767,
221,2022-07-11 23:59:42,1547.908,-37.766,
222,2022-07-12 00:01:11,1547.904,-37.774,
223,2022-07-12 00:02:40,1547.908,-37.771,
224,2022-07-12 00:04:09,1547.912,-37.772,
225,2022-07-12 00:05:38,1547.908,-37.776,
226,2022-07-12 00:07:11,1547.912,-37.779,
227,2022-07-12 00:08:40,1547.916,-37.779,
228,2022-07-12 00:10:09,1547.916,-37.785,
229,2022-07-12 00:11:38,1547.92,-37.789,
230,2022-07-12 00:13:07,1547.92,-37.79,
231,2022-07-12 00:14:46,1547.92,-37.794,
232,2022-07-12 00:16:15,1547.916,-37.797,
233,2022-07-12 00:17:44,1547.92,-37.802,
234,2022-07-12 00:19:12,1547.852,-37.811,
235,2022-07-12 00:20:46,1547.56,-37.843,
236,2022-07-12 00:22:18,1547.264,-37.875,
237,2022-07-12 00:23:47,1546.972,-37.889,
238,2022-07-12 00:25:16,1546.724,-37.902,
239,2022-07-12 00:26:45,1546.508,-37.906,
240,2022-07-12 00:28:14,1546.308,-37.916,
241,2022-07-12 00:29:43,1546.128,-37.909,
242,2022-07-12 00:31:19,1545.952,-37.906,
243,2022-07-12 00:32:48,1545.804,-37.895,
244,2022-07-12 00:34:17,1545.672,-37.894,
245,2022-07-12 00:35:46,1545.536,-37.881,
246,2022-07-12 00:37:15,1545.412,-37.87,
247,2022-07-12 00:38:54,1545.284,-37.866,
248,2022-07-12 00:40:23,1545.18,-37.849,
249,2022-07-12 00:41:52,1545.076,-37.84,
250,2022-07-12 00:43:21,1544.972,-37.828,
251,2022-07-12 00:44:50,1544.88,-37.819,
252,2022-07-12 00:46:19,1544.788,-37.808,
253,2022-07-12 00:47:48,1544.696,-37.796,
254,2022-07-12 00:49:17,1544.608,-37.782,
255,2022-07-12 00:50:46,1544.528,-37.773,
256,2022-07-12 00:52:15,1544.444,-37.762,
257,2022-07-12 00:53:44,1544.368,-37.747,
258,2022-07-12 00:55:13,1544.296,-37.736,
259,2022-07-12 00:56:42,1544.216,-37.721,
260,2022-07-12 00:58:11,1544.148,-37.706,
261,2022-07-12 00:59:40,1544.08,-37.696,
262,2022-07-12 01:01:09,1544.008,-37.683,
263,2022-07-12 01:02:38,1543.936,-37.668,
264,2022-07-12 01:04:07,1543.876,-37.663,
265,2022-07-12 01:05:36,1543.804,-37.656,
266,2022-07-12 01:07:05,1543.744,-37.637,
267,2022-07-12 01:08:34,1543.684,-37.627,
268,2022-07-12 01:10:03,1543.62,-37.619,
269,2022-07-12 01:11:32,1543.564,-37.607,
270,2022-07-12 01:13:01,1543.504,-37.6,
271,2022-07-12 01:14:30,1543.444,-37.588,
272,2022-07-12 01:15:59,1543.392,-37.57,
273,2022-07-12 01:17:28,1543.34,-37.567,
274,2022-07-12 01:18:57,1543.28,-37.555,
275,2022-07-12 01:20:26,1543.228,-37.546,
276,2022-07-12 01:21:55,1543.176,-37.541,
277,2022-07-12 01:23:24,1543.12,-37.525,
278,2022-07-12 01:24:53,1543.068,-37.519,
279,2022-07-12 01:26:22,1543.02,-37.509,
280,2022-07-12 01:27:51,1542.964,-37.505,
281,2022-07-12 01:29:20,1542.92,-37.495,
282,2022-07-12 01:30:49,1542.876,-37.489,
283,2022-07-12 01:32:18,1542.824,-37.48,
284,2022-07-12 01:33:47,1542.776,-37.476,
285,2022-07-12 01:35:16,1542.736,-37.464,
286,2022-07-12 01:36:45,1542.684,-37.464,
287,2022-07-12 01:38:14,1542.64,-37.455,
288,2022-07-12 01:39:43,1542.6,-37.448,
289,2022-07-12 01:41:12,1542.552,-37.439,
290,2022-07-12 01:42:41,1542.508,-37.441,
291,2022-07-12 01:44:11,1542.468,-37.434,
292,2022-07-12 01:45:40,1542.42,-37.428,
293,2022-07-12 01:47:09,1542.384,-37.424,
294,2022-07-12 01:48:38,1542.34,-37.419,
295,2022-07-12 01:50:07,1542.292,-37.413,
296,2022-07-12 01:51:36,1542.26,-37.411,
297,2022-07-12 01:53:05,1542.216,-37.409,
298,2022-07-12 01:54:34,1542.176,-37.403,
299,2022-07-12 01:56:03,1542.136,-37.401,
300,2022-07-12 01:57:32,1542.096,-37.395,
301,2022-07-12 01:59:01,1542.056,-37.392,
302,2022-07-12 02:00:30,1542.02,-37.392,
303,2022-07-12 02:01:59,1541.984,-37.391,
304,2022-07-12 02:03:28,1541.944,-37.387,
305,2022-07-12 02:04:57,1541.908,-37.382,
306,2022-07-12 02:06:26,1541.868,-37.387,
307,2022-07-12 02:07:55,1541.832,-37.377,
308,2022-07-12 02:09:24,1541.8,-37.377,
309,2022-07-12 02:10:53,1541.764,-37.379,
310,2022-07-12 02:12:22,1541.728,-37.372,
311,2022-07-12 02:13:51,1541.696,-37.372,
312,2022-07-12 02:15:20,1541.656,-37.373,
313,2022-07-12 02:16:49,1541.62,-37.372,
314,2022-07-12 02:18:18,1541.588,-37.37,
315,2022-07-12 02:19:47,1541.552,-37.368,
316,2022-07-12 02:21:17,1541.516,-37.369,
317,2022-07-12 02:22:46,1541.488,-37.368,
318,2022-07-12 02:24:15,1541.452,-37.368,
319,2022-07-12 02:25:44,1541.42,-37.37,
320,2022-07-12 02:27:13,1541.388,-37.371,
321,2022-07-12 02:28:42,1541.352,-37.369,
322,2022-07-12 02:30:19,1541.32,-37.372,
323,2022-07-12 02:31:48,1541.288,-37.375,
324,2022-07-12 02:33:20,1541.256,-37.373,
325,2022-07-12 02:34:52,1541.22,-37.377,
326,2022-07-12 02:36:21,1541.196,-37.377,
327,2022-07-12 02:37:54,1541.164,-37.382,
328,2022-07-12 02:39:23,1541.132,-37.383,
329,2022-07-12 02:40:52,1541.104,-37.385,
330,2022-07-12 02:42:21,1541.072,-37.384,
331,2022-07-12 02:43:50,1541.044,-37.386,
332,2022-07-12 02:45:23,1541.016,-37.387,
333,2022-07-12 02:46:59,1540.984,-37.389,
334,2022-07-12 02:48:28,1540.956,-37.396,
335,2022-07-12 02:50:01,1540.924,-37.395,
336,2022-07-12 02:51:30,1540.9,-37.399,
337,2022-07-12 02:52:59,1540.868,-37.406,
338,2022-07-12 02:54:31,1540.836,-37.407,
339,2022-07-12 02:56:01,1540.812,-37.408,
340,2022-07-12 02:57:30,1540.78,-37.408,
341,2022-07-12 02:58:59,1540.756,-37.415,
342,2022-07-12 03:00:28,1540.728,-37.415,
343,2022-07-12 03:02:07,1540.696,-37.419,
344,2022-07-12 03:03:36,1540.668,-37.423,
345,2022-07-12 03:05:09,1540.64,-37.43,
346,2022-07-12 03:06:38,1540.612,-37.43,
347,2022-07-12 03:08:07,1540.588,-37.432,
348,2022-07-12 03:09:43,1540.56,-37.439,
349,2022-07-12 03:11:16,1540.532,-37.439,
350,2022-07-12 03:12:45,1540.512,-37.442,
351,2022-07-12 03:14:14,1540.48,-37.446,
352,2022-07-12 03:15:43,1540.46,-37.454,
353,2022-07-12 03:17:12,1540.436,-37.452,
354,2022-07-12 03:18:48,1540.408,-37.459,
355,2022-07-12 03:20:20,1540.38,-37.464,
356,2022-07-12 03:21:49,1540.356,-37.462,
357,2022-07-12 03:23:19,1540.336,-37.465,
358,2022-07-12 03:24:48,1540.308,-37.472,
359,2022-07-12 03:26:27,1540.28,-37.476,
360,2022-07-12 03:27:56,1540.256,-37.477,
361,2022-07-12 03:29:25,1540.236,-37.481,
362,2022-07-12 03:30:54,1540.212,-37.489,
363,2022-07-12 03:32:23,1540.188,-37.488,
364,2022-07-12 03:34:00,1540.168,-37.491,
365,2022-07-12 03:35:36,1540.14,-37.498,
366,2022-07-12 03:37:05,1540.116,-37.501,
367,2022-07-12 03:38:38,1540.096,-37.502,
368,2022-07-12 03:40:07,1540.072,-37.508,
369,2022-07-12 03:41:36,1540.048,-37.506,
370,2022-07-12 03:43:12,1540.028,-37.515,
371,2022-07-12 03:44:41,1540.0,-37.516,
372,2022-07-12 03:46:10,1539.98,-37.522,
373,2022-07-12 03:47:39,1539.96,-37.526,
374,2022-07-12 03:49:08,1539.936,-37.531,
375,2022-07-12 03:50:37,1539.912,-37.535,
376,2022-07-12 03:52:06,1539.888,-37.539,
377,2022-07-12 03:53:35,1539.868,-37.539,
378,2022-07-12 03:55:05,1539.848,-37.544,
379,2022-07-12 03:56:34,1539.828,-37.549,
380,2022-07-12 03:58:10,1539.808,-37.551,
381,2022-07-12 03:59:39,1539.784,-37.556,
382,2022-07-12 04:01:08,1539.764,-37.556,
383,2022-07-12 04:02:41,1539.744,-37.564,
384,2022-07-12 04:04:10,1539.724,-37.567,
385,2022-07-12 04:05:42,1539.704,-37.569,
386,2022-07-12 04:07:15,1539.68,-37.573,
387,2022-07-12 04:08:44,1539.66,-37.583,
388,2022-07-12 04:10:17,1539.64,-37.583,
389,2022-07-12 04:11:46,1539.624,-37.583,
390,2022-07-12 04:13:15,1539.608,-37.59,
391,2022-07-12 04:14:48,1539.584,-37.591,
392,2022-07-12 04:16:17,1539.568,-37.597,
393,2022-07-12 04:17:46,1539.544,-37.602,
394,2022-07-12 04:19:15,1539.524,-37.605,
395,2022-07-12 04:20:44,1539.512,-37.604,
396,2022-07-12 04:22:13,1539.488,-37.611,
397,2022-07-12 04:23:42,1539.472,-37.614,
398,2022-07-12 04:25:12,1539.456,-37.617,
399,2022-07-12 04:26:41,1539.436,-37.626,
400,2022-07-12 04:28:10,1539.416,-37.63,
401,2022-07-12 04:29:39,1539.4,-37.634,
402,2022-07-12 04:31:08,1539.38,-37.634,
403,2022-07-12 04:32:38,1539.364,-37.639,
404,2022-07-12 04:34:07,1539.348,-37.641,
405,2022-07-12 04:35:36,1539.328,-37.643,
406,2022-07-12 04:37:05,1539.312,-37.647,
407,2022-07-12 04:38:34,1539.3,-37.65,
408,2022-07-12 04:40:04,1539.276,-37.654,
409,2022-07-12 04:41:33,1539.26,-37.66,
410,2022-07-12 04:43:02,1539.244,-37.661,
411,2022-07-12 04:44:31,1539.224,-37.667,
412,2022-07-12 04:46:00,1539.208,-37.671,
413,2022-07-12 04:47:30,1539.192,-37.674,
414,2022-07-12 04:48:59,1539.176,-37.677,
415,2022-07-12 04:50:28,1539.16,-37.68,
416,2022-07-12 04:51:57,1539.14,-37.686,
417,2022-07-12 04:53:26,1539.124,-37.687,
418,2022-07-12 04:54:55,1539.112,-37.69,
419,2022-07-12 04:56:25,1539.092,-37.696,
420,2022-07-12 04:57:54,1539.08,-37.698,
421,2022-07-12 04:59:23,1539.064,-37.697,
422,2022-07-12 05:00:52,1539.044,-37.702,
423,2022-07-12 05:02:21,1539.032,-37.705,
424,2022-07-12 05:03:51,1539.02,-37.709,
425,2022-07-12 05:05:20,1539.0,-37.711,
426,2022-07-12 05:06:49,1538.984,-37.716,
427,2022-07-12 05:08:18,1538.972,-37.718,
428,2022-07-12 05:09:47,1538.952,-37.724,
429,2022-07-12 05:11:17,1538.94,-37.728,
430,2022-07-12 05:12:46,1538.924,-37.732,
431,2022-07-12 05:14:15,1538.908,-37.733,
432,2022-07-12 05:15:44,1538.896,-37.736,
433,2022-07-12 05:17:13,1538.88,-37.742,
434,2022-07-12 05:18:43,1538.864,-37.745,
435,2022-07-12 05:20:12,1538.852,-37.749,
436,2022-07-12 05:21:41,1538.836,-37.751,
437,2022-07-12 05:23:10,1538.824,-37.754,
438,2022-07-12 05:24:39,1538.812,-37.755,
439,2022-07-12 05:26:09,1538.792,-37.76,
440,2022-07-12 05:27:38,1538.78,-37.762,
441,2022-07-12 05:29:07,1538.768,-37.765,
442,2022-07-12 05:30:36,1538.752,-37.77,
443,2022-07-12 05:32:05,1538.74,-37.771,
444,2022-07-12 05:33:35,1538.728,-37.772,
445,2022-07-12 05:35:04,1538.712,-37.776,
446,2022-07-12 05:36:33,1538.7,-37.778,
447,2022-07-12 05:38:02,1538.688,-37.781,
448,2022-07-12 05:39:32,1538.672,-37.787,
449,2022-07-12 05:41:01,1538.66,-37.789,
450,2022-07-12 05:42:30,1538.652,-37.79,
451,2022-07-12 05:43:59,1538.636,-37.794,
452,2022-07-12 05:45:28,1538.624,-37.799,
453,2022-07-12 05:46:58,1538.608,-37.799,
454,2022-07-12 05:48:27,1538.596,-37.8,
455,2022-07-12 05:49:56,1538.584,-37.806,
456,2022-07-12 05:51:25,1538.568,-37.812,
457,2022-07-12 05:52:55,1538.56,-37.811,
458,2022-07-12 05:54:24,1538.548,-37.814,
459,2022-07-12 05:55:53,1538.532,-37.819,
460,2022-07-12 05:57:22,1538.52,-37.816,
461,2022-07-12 05:58:51,1538.508,-37.822,
462,2022-07-12 06:00:21,1538.496,-37.825,
463,2022-07-12 06:01:53,1538.484,-37.824,
464,2022-07-12 06:03:22,1538.472,-37.827,
465,2022-07-12 06:04:51,1538.46,-37.83,
466,2022-07-12 06:06:27,1538.448,-37.838,
467,2022-07-12 06:07:56,1538.436,-37.837,
468,2022-07-12 06:09:29,1538.424,-37.84,
469,2022-07-12 06:10:58,1538.408,-37.845,
470,2022-07-12 06:12:27,1538.4,-37.842,
471,2022-07-12 06:14:07,1538.384,-37.845,
472,2022-07-12 06:15:36,1538.376,-37.849,
473,2022-07-12 06:17:05,1538.36,-37.853,
474,2022-07-12 06:18:34,1538.352,-37.856,
475,2022-07-12 06:20:04,1538.34,-37.853,
476,2022-07-12 06:21:37,1538.324,-37.856,
477,2022-07-12 06:23:06,1538.316,-37.858,
478,2022-07-12 06:24:35,1538.304,-37.862,
479,2022-07-12 06:26:04,1538.292,-37.86,
480,2022-07-12 06:27:33,1538.284,-37.865,
481,2022-07-12 06:29:03,1538.268,-37.868,
482,2022-07-12 06:30:42,1538.26,-37.874,
483,2022-07-12 06:32:11,1538.248,-37.875,
484,2022-07-12 06:33:41,1538.24,-37.874,
485,2022-07-12 06:35:10,1538.228,-37.875,
486,2022-07-12 06:36:39,1538.22,-37.879,
487,2022-07-12 06:38:12,1538.208,-37.879,
488,2022-07-12 06:39:44,1538.196,-37.883,
489,2022-07-12 06:41:13,1538.188,-37.886,
490,2022-07-12 06:42:43,1538.172,-37.891,
491,2022-07-12 06:44:12,1538.168,-37.889,
492,2022-07-12 06:45:48,1538.16,-37.891,
493,2022-07-12 06:47:17,1538.148,-37.893,
494,2022-07-12 06:48:46,1538.136,-37.893,
495,2022-07-12 06:50:16,1538.124,-37.9,
496,2022-07-12 06:51:45,1538.116,-37.899,
497,2022-07-12 06:53:14,1538.108,-37.899,
498,2022-07-12 06:54:50,1538.096,-37.903,
499,2022-07-12 06:56:19,1538.088,-37.904,
500,2022-07-12 06:57:52,1538.076,-37.905,
501,2022-07-12 06:59:21,1538.068,-37.91,
502,2022-07-12 07:00:51,1538.056,-37.912,
503,2022-07-12 07:02:30,1538.048,-37.912,
504,2022-07-12 07:03:59,1538.04,-37.914,
505,2022-07-12 07:05:29,1538.028,-37.914,
506,2022-07-12 07:06:58,1538.02,-37.916,
507,2022-07-12 07:08:27,1538.012,-37.92,
508,2022-07-12 07:10:02,1538.004,-37.918,
509,2022-07-12 07:11:35,1537.992,-37.919,
510,2022-07-12 07:13:04,1537.988,-37.922,
511,2022-07-12 07:14:37,1537.976,-37.926,
512,2022-07-12 07:16:07,1537.964,-37.927,
513,2022-07-12 07:17:36,1537.952,-37.928,
514,2022-07-12 07:19:12,1537.948,-37.926,
515,2022-07-12 07:20:45,1537.94,-37.934,
516,2022-07-12 07:22:14,1537.928,-37.935,
517,2022-07-12 07:23:43,1537.916,-37.939,
518,2022-07-12 07:25:12,1537.912,-37.937,
519,2022-07-12 07:26:45,1537.904,-37.942,
520,2022-07-12 07:28:14,1537.896,-37.941,
521,2022-07-12 07:29:44,1537.888,-37.943,
522,2022-07-12 07:31:13,1537.88,-37.945,
523,2022-07-12 07:32:42,1537.872,-37.945,
524,2022-07-12 07:34:19,1537.864,-37.943,
525,2022-07-12 07:35:48,1537.852,-37.946,
526,2022-07-12 07:37:17,1537.844,-37.95,
527,2022-07-12 07:38:46,1537.832,-37.952,
528,2022-07-12 07:40:21,1537.828,-37.954,
529,2022-07-12 07:41:51,1537.816,-37.957,
530,2022-07-12 07:43:23,1537.812,-37.957,
531,2022-07-12 07:44:53,1537.808,-37.956,
532,2022-07-12 07:46:25,1537.796,-37.958,
533,2022-07-12 07:47:55,1537.788,-37.957,
534,2022-07-12 07:49:24,1537.776,-37.963,
535,2022-07-12 07:50:53,1537.772,-37.961,
