,time,ctwl
191,2022/08/24 12:05:59,1537.6432
192,2022/08/24 12:06:05,1537.6432
193,2022/08/24 12:06:11,1537.6377
194,2022/08/24 12:06:17,1537.6393
195,2022/08/24 12:06:23,1537.6417
196,2022/08/24 12:06:29,1537.6574
197,2022/08/24 12:06:35,1537.6369
198,2022/08/24 12:06:41,1537.6425
199,2022/08/24 12:06:47,1537.6385
200,2022/08/24 12:06:53,1537.6488
201,2022/08/24 12:06:59,1537.6543
202,2022/08/24 12:07:05,1537.6425
203,2022/08/24 12:07:11,1537.6574
204,2022/08/24 12:07:17,1537.6567
205,2022/08/24 12:07:23,1537.674
206,2022/08/24 12:07:29,1537.6488
207,2022/08/24 12:07:35,1537.644
208,2022/08/24 12:07:41,1537.6519
209,2022/08/24 12:07:47,1537.6409
210,2022/08/24 12:07:53,1537.6401
211,2022/08/24 12:07:59,1537.6779
212,2022/08/24 12:08:05,1537.6551
213,2022/08/24 12:08:11,1537.6622
214,2022/08/24 12:08:17,1537.685
215,2022/08/24 12:08:23,1537.6685
216,2022/08/24 12:08:29,1537.6756
217,2022/08/24 12:08:35,1537.6724
218,2022/08/24 12:08:41,1537.6716
219,2022/08/24 12:08:47,1537.6772
220,2022/08/24 12:08:53,1537.6819
221,2022/08/24 12:08:59,1537.6732
222,2022/08/24 12:09:05,1537.7
223,2022/08/24 12:09:11,1537.6716
224,2022/08/24 12:09:17,1537.6693
225,2022/08/24 12:09:23,1537.6835
226,2022/08/24 12:09:29,1537.6622
227,2022/08/24 12:09:35,1537.6693
228,2022/08/24 12:09:41,1537.6795
229,2022/08/24 12:09:47,1537.6732
230,2022/08/24 12:09:53,1537.6724
231,2022/08/24 12:09:59,1537.6732
232,2022/08/24 12:10:05,1537.6748
233,2022/08/24 12:10:11,1537.6606
234,2022/08/24 12:10:17,1537.6748
235,2022/08/24 12:10:23,1537.6843
236,2022/08/24 12:10:29,1537.674
237,2022/08/24 12:10:35,1537.6835
238,2022/08/24 12:10:41,1537.6843
239,2022/08/24 12:10:47,1537.6835
240,2022/08/24 12:10:53,1537.6858
241,2022/08/24 12:10:59,1537.6906
242,2022/08/24 12:11:05,1537.6985
243,2022/08/24 12:11:11,1537.6803
244,2022/08/24 12:11:17,1537.685
245,2022/08/24 12:11:23,1537.6708
246,2022/08/24 12:11:29,1537.6874
247,2022/08/24 12:11:35,1537.6843
248,2022/08/24 12:11:41,1537.6843
249,2022/08/24 12:11:47,1537.6945
250,2022/08/24 12:11:53,1537.6977
251,2022/08/24 12:11:59,1537.6914
252,2022/08/24 12:12:05,1537.689
253,2022/08/24 12:12:11,1537.6914
254,2022/08/24 12:12:17,1537.6945
255,2022/08/24 12:12:23,1537.6914
256,2022/08/24 12:12:29,1537.6898
257,2022/08/24 12:12:35,1537.6803
258,2022/08/24 12:12:41,1537.6858
259,2022/08/24 12:12:47,1537.6945
260,2022/08/24 12:12:53,1537.6906
261,2022/08/24 12:12:59,1537.6906
262,2022/08/24 12:13:05,1537.6969
263,2022/08/24 12:13:11,1537.6945
264,2022/08/24 12:13:17,1537.6874
265,2022/08/24 12:13:23,1537.6882
266,2022/08/24 12:13:29,1537.6906
267,2022/08/24 12:13:35,1537.6914
268,2022/08/24 12:13:41,1537.6811
269,2022/08/24 12:13:47,1537.6977
270,2022/08/24 12:13:53,1537.6921
271,2022/08/24 12:13:59,1537.6977
272,2022/08/24 12:14:05,1537.6803
273,2022/08/24 12:14:11,1537.685
274,2022/08/24 12:14:17,1537.6937
275,2022/08/24 12:14:23,1537.6961
276,2022/08/24 12:14:29,1537.6882
277,2022/08/24 12:14:35,1537.6961
278,2022/08/24 12:14:41,1537.6866
279,2022/08/24 12:14:47,1537.6921
280,2022/08/24 12:14:53,1537.6937
281,2022/08/24 12:14:59,1537.6992
282,2022/08/24 12:15:05,1537.6937
283,2022/08/24 12:15:11,1537.7032
284,2022/08/24 12:15:17,1537.7008
285,2022/08/24 12:15:23,1537.7111
286,2022/08/24 12:15:29,1537.6921
287,2022/08/24 12:15:35,1537.6827
288,2022/08/24 12:15:41,1537.6914
289,2022/08/24 12:15:47,1537.6874
290,2022/08/24 12:15:53,1537.7048
291,2022/08/24 12:15:59,1537.6929
292,2022/08/24 12:16:05,1537.685
293,2022/08/24 12:16:11,1537.6953
294,2022/08/24 12:16:17,1537.7048
295,2022/08/24 12:16:23,1537.6969
296,2022/08/24 12:16:29,1537.6914
297,2022/08/24 12:16:35,1537.6906
298,2022/08/24 12:16:41,1537.6977
299,2022/08/24 12:16:47,1537.6953
300,2022/08/24 12:16:53,1537.6882
301,2022/08/24 12:16:59,1537.6945
302,2022/08/24 12:17:05,1537.7056
303,2022/08/24 12:17:11,1537.6945
304,2022/08/24 12:17:17,1537.6874
305,2022/08/24 12:17:23,1537.6953
306,2022/08/24 12:17:29,1537.6921
307,2022/08/24 12:17:35,1537.685
308,2022/08/24 12:17:41,1537.6732
309,2022/08/24 12:17:47,1537.7032
310,2022/08/24 12:17:53,1537.6906
311,2022/08/24 12:17:59,1537.6937
312,2022/08/24 12:18:05,1537.6992
313,2022/08/24 12:18:11,1537.7126
314,2022/08/24 12:18:17,1537.6953
315,2022/08/24 12:18:23,1537.6961
316,2022/08/24 12:18:29,1537.6969
317,2022/08/24 12:18:35,1537.6985
318,2022/08/24 12:18:41,1537.6961
319,2022/08/24 12:18:47,1537.6985
320,2022/08/24 12:18:53,1537.689
321,2022/08/24 12:18:59,1537.7016
322,2022/08/24 12:19:05,1537.6953
323,2022/08/24 12:19:11,1537.7016
324,2022/08/24 12:19:17,1537.6835
325,2022/08/24 12:19:23,1537.6858
326,2022/08/24 12:19:29,1537.6906
327,2022/08/24 12:19:35,1537.6874
328,2022/08/24 12:19:41,1537.704
329,2022/08/24 12:19:47,1537.6866
330,2022/08/24 12:19:53,1537.685
331,2022/08/24 12:19:59,1537.7024
332,2022/08/24 12:20:05,1537.6977
333,2022/08/24 12:20:11,1537.6977
334,2022/08/24 12:20:17,1537.6992
335,2022/08/24 12:20:23,1537.6921
336,2022/08/24 12:20:29,1537.6969
337,2022/08/24 12:20:35,1537.7024
338,2022/08/24 12:20:41,1537.6882
339,2022/08/24 12:20:47,1537.7032
340,2022/08/24 12:20:53,1537.6961
341,2022/08/24 12:20:59,1537.7
342,2022/08/24 12:21:05,1537.6985
343,2022/08/24 12:21:11,1537.7063
344,2022/08/24 12:21:17,1537.6882
345,2022/08/24 12:21:23,1537.6969
346,2022/08/24 12:21:29,1537.6977
347,2022/08/24 12:21:35,1537.6914
348,2022/08/24 12:21:41,1537.6898
349,2022/08/24 12:21:47,1537.7016
350,2022/08/24 12:21:53,1537.6992
351,2022/08/24 12:21:59,1537.6858
352,2022/08/24 12:22:05,1537.689
353,2022/08/24 12:22:11,1537.7024
354,2022/08/24 12:22:17,1537.6914
355,2022/08/24 12:22:23,1537.7056
356,2022/08/24 12:22:29,1537.6921
357,2022/08/24 12:22:35,1537.6858
358,2022/08/24 12:22:41,1537.6985
359,2022/08/24 12:22:47,1537.689
360,2022/08/24 12:22:53,1537.6929
361,2022/08/24 12:22:59,1537.6961
362,2022/08/24 12:23:05,1537.6953
363,2022/08/24 12:23:11,1537.6985
364,2022/08/24 12:23:17,1537.6961
365,2022/08/24 12:23:23,1537.704
366,2022/08/24 12:23:29,1537.6985
367,2022/08/24 12:23:35,1537.704
368,2022/08/24 12:23:41,1537.7024
369,2022/08/24 12:23:47,1537.6992
370,2022/08/24 12:23:53,1537.6906
371,2022/08/24 12:23:59,1537.6787
372,2022/08/24 12:24:05,1537.6992
373,2022/08/24 12:24:11,1537.6969
374,2022/08/24 12:24:17,1537.7063
375,2022/08/24 12:24:23,1537.6937
376,2022/08/24 12:24:29,1537.7008
377,2022/08/24 12:24:35,1537.6921
378,2022/08/24 12:24:41,1537.7048
379,2022/08/24 12:24:47,1537.7048
380,2022/08/24 12:24:53,1537.6992
381,2022/08/24 12:24:59,1537.7032
382,2022/08/24 12:25:05,1537.6787
383,2022/08/24 12:25:11,1537.689
384,2022/08/24 12:25:17,1537.6921
385,2022/08/24 12:25:23,1537.7
386,2022/08/24 12:25:29,1537.7032
387,2022/08/24 12:25:35,1537.7048
388,2022/08/24 12:25:41,1537.6945
389,2022/08/24 12:25:47,1537.7079
390,2022/08/24 12:25:53,1537.7008
391,2022/08/24 12:25:59,1537.7119
392,2022/08/24 12:26:05,1537.6953
393,2022/08/24 12:26:11,1537.6969
394,2022/08/24 12:26:17,1537.6977
395,2022/08/24 12:26:23,1537.7056
396,2022/08/24 12:26:29,1537.6961
397,2022/08/24 12:26:35,1537.704
398,2022/08/24 12:26:41,1537.6961
399,2022/08/24 12:26:47,1537.6914
400,2022/08/24 12:26:53,1537.6898
401,2022/08/24 12:26:59,1537.7008
402,2022/08/24 12:27:05,1537.6961
403,2022/08/24 12:27:11,1537.6969
404,2022/08/24 12:27:17,1537.6945
405,2022/08/24 12:27:23,1537.6961
406,2022/08/24 12:27:29,1537.7
407,2022/08/24 12:27:35,1537.6985
408,2022/08/24 12:27:41,1537.6961
409,2022/08/24 12:27:47,1537.7
410,2022/08/24 12:27:53,1537.6945
411,2022/08/24 12:27:59,1537.7079
412,2022/08/24 12:28:05,1537.6992
413,2022/08/24 12:28:11,1537.7087
414,2022/08/24 12:28:17,1537.6953
415,2022/08/24 12:28:23,1537.7008
416,2022/08/24 12:28:29,1537.6874
417,2022/08/24 12:28:35,1537.7079
418,2022/08/24 12:28:41,1537.6953
419,2022/08/24 12:28:47,1537.6921
420,2022/08/24 12:28:53,1537.7095
421,2022/08/24 12:28:59,1537.7016
422,2022/08/24 12:29:05,1537.7016
423,2022/08/24 12:29:11,1537.7126
424,2022/08/24 12:29:17,1537.7
425,2022/08/24 12:29:23,1537.7079
426,2022/08/24 12:29:29,1537.6921
427,2022/08/24 12:29:35,1537.7048
428,2022/08/24 12:29:41,1537.6977
429,2022/08/24 12:29:47,1537.7103
430,2022/08/24 12:29:53,1537.7008
431,2022/08/24 12:29:59,1537.7095
432,2022/08/24 12:30:05,1537.689
433,2022/08/24 12:30:11,1537.6945
434,2022/08/24 12:30:17,1537.6961
435,2022/08/24 12:30:23,1537.6898
436,2022/08/24 12:30:29,1537.704
437,2022/08/24 12:30:35,1537.7024
438,2022/08/24 12:30:41,1537.7095
439,2022/08/24 12:30:47,1537.689
440,2022/08/24 12:30:53,1537.6985
441,2022/08/24 12:30:59,1537.6992
442,2022/08/24 12:31:05,1537.704
443,2022/08/24 12:31:11,1537.7032
444,2022/08/24 12:31:17,1537.7103
445,2022/08/24 12:31:23,1537.6937
446,2022/08/24 12:31:29,1537.6953
447,2022/08/24 12:31:35,1537.7063
448,2022/08/24 12:31:41,1537.7063
449,2022/08/24 12:31:47,1537.7079
450,2022/08/24 12:31:53,1537.7056
451,2022/08/24 12:31:59,1537.6985
452,2022/08/24 12:32:05,1537.6937
453,2022/08/24 12:32:11,1537.7063
454,2022/08/24 12:32:17,1537.7024
455,2022/08/24 12:32:23,1537.7158
456,2022/08/24 12:32:29,1537.7111
457,2022/08/24 12:32:35,1537.7
458,2022/08/24 12:32:41,1537.7079
459,2022/08/24 12:32:47,1537.7182
460,2022/08/24 12:32:53,1537.7087
461,2022/08/24 12:32:59,1537.7126
462,2022/08/24 12:33:05,1537.6977
463,2022/08/24 12:33:11,1537.6953
464,2022/08/24 12:33:17,1537.6985
465,2022/08/24 12:33:23,1537.7111
466,2022/08/24 12:33:29,1537.6985
467,2022/08/24 12:33:35,1537.7056
468,2022/08/24 12:33:41,1537.6969
469,2022/08/24 12:33:47,1537.7063
470,2022/08/24 12:33:53,1537.6937
471,2022/08/24 12:33:59,1537.6716
472,2022/08/24 12:34:05,1537.7048
473,2022/08/24 12:34:11,1537.6937
474,2022/08/24 12:34:17,1537.7048
475,2022/08/24 12:34:23,1537.7032
476,2022/08/24 12:34:29,1537.6764
477,2022/08/24 12:34:35,1537.7158
478,2022/08/24 12:34:41,1537.6929
479,2022/08/24 12:34:47,1537.6969
480,2022/08/24 12:34:53,1537.7063
481,2022/08/24 12:34:59,1537.6945
482,2022/08/24 12:35:05,1537.7126
483,2022/08/24 12:35:11,1537.7016
484,2022/08/24 12:35:17,1537.7024
485,2022/08/24 12:35:23,1537.7024
486,2022/08/24 12:35:29,1537.6992
487,2022/08/24 12:35:35,1537.6985
488,2022/08/24 12:35:41,1537.7032
489,2022/08/24 12:35:47,1537.7063
490,2022/08/24 12:35:53,1537.7008
491,2022/08/24 12:35:59,1537.6961
492,2022/08/24 12:36:05,1537.7024
493,2022/08/24 12:36:11,1537.7079
494,2022/08/24 12:36:17,1537.704
495,2022/08/24 12:36:23,1537.6992
496,2022/08/24 12:36:29,1537.704
497,2022/08/24 12:36:35,1537.7095
498,2022/08/24 12:36:41,1537.7071
499,2022/08/24 12:36:47,1537.6992
500,2022/08/24 12:36:53,1537.7126
501,2022/08/24 12:36:59,1537.7016
502,2022/08/24 12:37:05,1537.6969
503,2022/08/24 12:37:11,1537.7079
504,2022/08/24 12:37:17,1537.6945
505,2022/08/24 12:37:23,1537.7032
506,2022/08/24 12:37:29,1537.7071
507,2022/08/24 12:37:35,1537.7111
508,2022/08/24 12:37:41,1537.7111
509,2022/08/24 12:37:47,1537.6953
510,2022/08/24 12:37:53,1537.7071
511,2022/08/24 12:37:59,1537.7119
512,2022/08/24 12:38:05,1537.7126
513,2022/08/24 12:38:11,1537.7008
514,2022/08/24 12:38:17,1537.7048
515,2022/08/24 12:38:23,1537.7008
516,2022/08/24 12:38:29,1537.7087
517,2022/08/24 12:38:35,1537.7063
518,2022/08/24 12:38:41,1537.6961
519,2022/08/24 12:38:47,1537.715
520,2022/08/24 12:38:53,1537.7071
521,2022/08/24 12:38:59,1537.7111
522,2022/08/24 12:39:05,1537.7063
523,2022/08/24 12:39:11,1537.7071
524,2022/08/24 12:39:17,1537.7024
525,2022/08/24 12:39:23,1537.7008
526,2022/08/24 12:39:29,1537.7016
527,2022/08/24 12:39:35,1537.7111
528,2022/08/24 12:39:41,1537.6992
529,2022/08/24 12:39:47,1537.7087
530,2022/08/24 12:39:53,1537.7016
531,2022/08/24 12:39:59,1537.704
532,2022/08/24 12:40:05,1537.6945
533,2022/08/24 12:40:11,1537.7095
534,2022/08/24 12:40:17,1537.7008
535,2022/08/24 12:40:23,1537.6977
536,2022/08/24 12:40:29,1537.7142
537,2022/08/24 12:40:35,1537.7103
538,2022/08/24 12:40:41,1537.7095
539,2022/08/24 12:40:47,1537.6969
540,2022/08/24 12:40:53,1537.715
541,2022/08/24 12:40:59,1537.7079
542,2022/08/24 12:41:05,1537.7087
543,2022/08/24 12:41:11,1537.7103
544,2022/08/24 12:41:17,1537.6961
545,2022/08/24 12:41:23,1537.704
546,2022/08/24 12:41:29,1537.7087
547,2022/08/24 12:41:35,1537.7071
548,2022/08/24 12:41:41,1537.704
549,2022/08/24 12:41:47,1537.7
550,2022/08/24 12:41:53,1537.7048
551,2022/08/24 12:41:59,1537.6969
552,2022/08/24 12:42:05,1537.7079
553,2022/08/24 12:42:11,1537.715
554,2022/08/24 12:42:17,1537.7016
555,2022/08/24 12:42:23,1537.7032
556,2022/08/24 12:42:29,1537.7056
557,2022/08/24 12:42:35,1537.715
558,2022/08/24 12:42:41,1537.7119
559,2022/08/24 12:42:47,1537.7079
560,2022/08/24 12:42:53,1537.7158
561,2022/08/24 12:42:59,1537.7056
562,2022/08/24 12:43:05,1537.7063
563,2022/08/24 12:43:11,1537.7063
564,2022/08/24 12:43:17,1537.7079
565,2022/08/24 12:43:23,1537.7087
566,2022/08/24 12:43:29,1537.7079
567,2022/08/24 12:43:35,1537.7079
568,2022/08/24 12:43:41,1537.7166
569,2022/08/24 12:43:47,1537.7079
570,2022/08/24 12:43:53,1537.7087
571,2022/08/24 12:43:59,1537.7268
572,2022/08/24 12:44:05,1537.7079
573,2022/08/24 12:44:11,1537.7126
574,2022/08/24 12:44:17,1537.715
575,2022/08/24 12:44:23,1537.7103
576,2022/08/24 12:44:29,1537.7103
577,2022/08/24 12:44:35,1537.7166
578,2022/08/24 12:44:41,1537.7
579,2022/08/24 12:44:47,1537.7142
580,2022/08/24 12:44:53,1537.7174
581,2022/08/24 12:44:59,1537.7119
582,2022/08/24 12:45:05,1537.7111
583,2022/08/24 12:45:11,1537.7032
584,2022/08/24 12:45:17,1537.715
585,2022/08/24 12:45:23,1537.7119
586,2022/08/24 12:45:29,1537.7166
587,2022/08/24 12:45:35,1537.7056
588,2022/08/24 12:45:41,1537.6977
589,2022/08/24 12:45:47,1537.7071
590,2022/08/24 12:45:53,1537.7158
591,2022/08/24 12:45:59,1537.7111
592,2022/08/24 12:46:05,1537.7056
593,2022/08/24 12:46:11,1537.7071
594,2022/08/24 12:46:17,1537.7119
595,2022/08/24 12:46:23,1537.7142
596,2022/08/24 12:46:29,1537.7071
597,2022/08/24 12:46:35,1537.7063
598,2022/08/24 12:46:41,1537.719
599,2022/08/24 12:46:47,1537.7095
600,2022/08/24 12:46:53,1537.7111
601,2022/08/24 12:46:59,1537.715
602,2022/08/24 12:47:05,1537.715
603,2022/08/24 12:47:11,1537.7111
604,2022/08/24 12:47:17,1537.7079
605,2022/08/24 12:47:23,1537.7134
606,2022/08/24 12:47:29,1537.7087
607,2022/08/24 12:47:35,1537.7174
608,2022/08/24 12:47:41,1537.7079
609,2022/08/24 12:47:47,1537.7261
610,2022/08/24 12:47:53,1537.7087
611,2022/08/24 12:47:59,1537.7079
612,2022/08/24 12:48:05,1537.7119
613,2022/08/24 12:48:11,1537.7205
614,2022/08/24 12:48:17,1537.7126
615,2022/08/24 12:48:23,1537.7095
616,2022/08/24 12:48:29,1537.7134
617,2022/08/24 12:48:35,1537.7087
618,2022/08/24 12:48:41,1537.7095
619,2022/08/24 12:48:47,1537.7016
620,2022/08/24 12:48:53,1537.7142
621,2022/08/24 12:48:59,1537.7134
622,2022/08/24 12:49:05,1537.7126
623,2022/08/24 12:49:11,1537.7087
624,2022/08/24 12:49:17,1537.7158
625,2022/08/24 12:49:23,1537.7111
626,2022/08/24 12:49:29,1537.7071
627,2022/08/24 12:49:35,1537.7087
628,2022/08/24 12:49:41,1537.7284
629,2022/08/24 12:49:47,1537.7119
630,2022/08/24 12:49:53,1537.7119
631,2022/08/24 12:49:59,1537.7142
632,2022/08/24 12:50:05,1537.7174
633,2022/08/24 12:50:11,1537.7056
634,2022/08/24 12:50:17,1537.7111
635,2022/08/24 12:50:23,1537.7134
636,2022/08/24 12:50:29,1537.7166
637,2022/08/24 12:50:35,1537.7048
638,2022/08/24 12:50:41,1537.704
639,2022/08/24 12:50:47,1537.7174
640,2022/08/24 12:50:53,1537.7197
641,2022/08/24 12:50:59,1537.7056
642,2022/08/24 12:51:05,1537.7221
643,2022/08/24 12:51:11,1537.715
644,2022/08/24 12:51:17,1537.7182
645,2022/08/24 12:51:23,1537.7205
646,2022/08/24 12:51:29,1537.7237
647,2022/08/24 12:51:35,1537.7174
648,2022/08/24 12:51:41,1537.7008
649,2022/08/24 12:51:47,1537.715
650,2022/08/24 12:51:53,1537.7056
651,2022/08/24 12:51:59,1537.7213
652,2022/08/24 12:52:05,1537.7056
653,2022/08/24 12:52:11,1537.7158
654,2022/08/24 12:52:17,1537.7126
655,2022/08/24 12:52:23,1537.7197
656,2022/08/24 12:52:29,1537.7158
657,2022/08/24 12:52:35,1537.719
658,2022/08/24 12:52:41,1537.7079
659,2022/08/24 12:52:47,1537.7213
660,2022/08/24 12:52:53,1537.7126
661,2022/08/24 12:52:59,1537.7197
662,2022/08/24 12:53:05,1537.7205
663,2022/08/24 12:53:11,1537.7158
664,2022/08/24 12:53:17,1537.7213
665,2022/08/24 12:53:23,1537.7119
666,2022/08/24 12:53:29,1537.7205
667,2022/08/24 12:53:35,1537.7166
668,2022/08/24 12:53:41,1537.7103
