,time,ctwl/nm,reflection/dBm,transmissionDepth/dB,reflection/%
44,2022/8/22 0:14:45,1539.6142,49.9071,0.3575869292444829,
45,2022/8/22 0:14:47,1539.6143,49.931,0.4123969061347496,
46,2022/8/22 0:14:49,1539.6095,49.9658,0.3990393738414066,
47,2022/8/22 0:14:51,1539.6061,49.9249,0.41015692246257013,
48,2022/8/22 0:14:53,1539.6138,49.9566,0.4205050882051077,
49,2022/8/22 0:14:55,1539.6122,49.9778,0.41258408570957944,
50,2022/8/22 0:14:57,1539.6122,49.9943,0.30747713747506394,
51,2022/8/22 0:14:59,1539.6098,49.978,0.4020399286935633,
52,2022/8/22 0:15:01,1539.6110,50.0102,0.3742915962075757,
53,2022/8/22 0:15:03,1539.6074,49.9439,0.42438450789161175,
54,2022/8/22 0:15:05,1539.6103,49.9883,0.40677079996890947,
55,2022/8/22 0:15:07,1539.6076,49.951,0.4079193317423902,
56,2022/8/22 0:15:09,1539.6105,49.9955,0.23405028187172436,
57,2022/8/22 0:15:11,1539.6086,49.9841,0.4227512507834193,
58,2022/8/22 0:15:13,1539.6134,49.9951,0.432905029722438,
59,2022/8/22 0:15:15,1539.6134,49.9974,0.43080288473733086,
60,2022/8/22 0:15:17,1539.6082,49.9795,0.43692144317758463,
61,2022/8/22 0:15:19,1539.6103,50.0142,0.417483501024901,
62,2022/8/22 0:15:21,1539.6194,49.919,0.24469540915800225,
63,2022/8/22 0:15:23,1539.6189,49.9247,0.35844903773946746,
64,2022/8/22 0:15:25,1539.6186,49.9203,0.3715978570273566,
65,2022/8/22 0:15:27,1539.6181,49.9226,0.42164505412450604,
66,2022/8/22 0:15:29,1539.6184,49.9201,0.4153947025745476,
67,2022/8/22 0:15:31,1539.6187,49.9195,0.3027122970301134,
68,2022/8/22 0:15:33,1539.6186,49.921,0.3967723681859099,
69,2022/8/22 0:15:35,1539.6201,49.9127,0.2119376960389696,
70,2022/8/22 0:15:37,1539.6192,49.9205,0.44886587922558385,
71,2022/8/22 0:15:39,1539.6201,49.9056,0.42327477442615286,
72,2022/8/22 0:15:41,1539.6211,49.9104,0.3944857874859358,
73,2022/8/22 0:15:43,1539.6220,49.919,0.42593313068805977,
74,2022/8/22 0:15:45,1539.6237,49.9211,0.42363968973231575,
75,2022/8/22 0:15:47,1539.6253,49.9346,0.3783793797721547,
76,2022/8/22 0:15:49,1539.6279,49.9649,0.4146199729328216,
77,2022/8/22 0:15:51,1539.6304,49.9974,0.3842629358653551,
78,2022/8/22 0:15:53,1539.6343,49.9485,0.3653771324864406,
79,2022/8/22 0:15:55,1539.6383,49.9115,0.41565112783280095,
80,2022/8/22 0:15:57,1539.6427,49.9026,0.42459141803411066,
81,2022/8/22 0:15:59,1539.6476,49.9372,0.4034529914271413,
82,2022/8/22 0:16:01,1539.6534,49.9477,0.3881832906899039,
83,2022/8/22 0:16:03,1539.6608,49.8968,0.4191785897043466,
84,2022/8/22 0:16:05,1539.6687,49.9549,0.399773108668976,
85,2022/8/22 0:16:07,1539.6769,49.9178,0.394437108930246,
86,2022/8/22 0:16:09,1539.6855,49.922,0.40838332110055037,
87,2022/8/22 0:16:11,1539.6948,49.9363,0.39328328223111325,
88,2022/8/22 0:16:13,1539.7045,49.9044,0.20595842873447265,
89,2022/8/22 0:16:15,1539.7160,49.9084,0.4053767421494805,
90,2022/8/22 0:16:17,1539.7275,49.9235,0.3843178895263934,
91,2022/8/22 0:16:19,1539.7407,49.8895,0.40054036517265706,
92,2022/8/22 0:16:21,1539.7539,49.9356,0.3891242804064721,
93,2022/8/22 0:16:23,1539.7663,49.9037,0.3778519630974365,
94,2022/8/22 0:16:25,1539.7813,49.8725,0.35829306031723657,
95,2022/8/22 0:16:27,1539.7969,49.8952,0.3434224331984221,
96,2022/8/22 0:16:29,1539.8130,49.9362,0.37232717663072323,
97,2022/8/22 0:16:31,1539.8306,49.9524,0.3295260442532999,
98,2022/8/22 0:16:33,1539.8483,49.9182,0.38264395031190174,
99,2022/8/22 0:16:35,1539.8674,49.9,0.35833975785201216,
100,2022/8/22 0:16:37,1539.8875,49.9174,0.3243456421547534,
101,2022/8/22 0:16:39,1539.9778,49.8614,0.3525245380017256,
102,2022/8/22 0:16:46,1539.9930,49.9141,0.38757508472017405,
103,2022/8/22 0:16:48,1540.0160,49.8681,0.3964349008707552,
104,2022/8/22 0:16:50,1540.0415,49.8285,0.33024907179495555,
105,2022/8/22 0:16:52,1540.0685,49.8975,0.39621130633280266,
106,2022/8/22 0:16:54,1540.0959,49.8573,0.3898132598734752,
107,2022/8/22 0:16:56,1540.1246,49.8312,0.42872951838197565,
108,2022/8/22 0:16:58,1540.1536,49.874,0.4251835725250857,
109,2022/8/22 0:17:00,1540.1836,49.8169,0.2352659405077939,
110,2022/8/22 0:17:02,1540.2155,49.8412,0.3981302527169462,
111,2022/8/22 0:17:04,1540.2477,49.8306,0.09906976230355252,
112,2022/8/22 0:17:06,1540.2812,49.7969,0.41009270788754276,
113,2022/8/22 0:17:08,1540.3147,49.8177,0.39564343543681735,
114,2022/8/22 0:17:10,1540.3489,49.8613,0.3647981991508925,
115,2022/8/22 0:17:12,1540.3842,49.7931,0.3800581170617994,
116,2022/8/22 0:17:14,1540.4205,49.7844,0.38229835741211926,
117,2022/8/22 0:17:16,1540.4572,49.804,0.40005991525569456,
118,2022/8/22 0:17:26,1540.6450,49.7774,0.3464601142933455,
119,2022/8/22 0:17:28,1540.6859,49.7616,0.3705552424462889,
120,2022/8/22 0:17:30,1540.7279,49.7804,0.3652649650946313,
121,2022/8/22 0:17:32,1540.7706,49.8122,0.4254615237230426,
122,2022/8/22 0:17:34,1540.8133,49.7822,0.3914224227423522,
123,2022/8/22 0:17:36,1540.8586,49.732,0.40417245721975587,
124,2022/8/22 0:17:38,1540.9039,49.7251,0.39283128418092056,
125,2022/8/22 0:17:40,1540.9502,49.7881,0.3890366188020829,
126,2022/8/22 0:17:42,1540.9969,49.7358,0.4004612225658355,
127,2022/8/22 0:17:44,1541.0437,49.7167,0.35202403787325404,
128,2022/8/22 0:17:46,1541.0945,49.746,0.3563639916200868,
129,2022/8/22 0:17:48,1541.1433,49.714,0.34273158705714024,
130,2022/8/22 0:17:50,1541.1931,49.7728,0.35773278356194615,
131,2022/8/22 0:17:52,1541.2424,49.7065,0.4010092925689581,
132,2022/8/22 0:17:54,1541.2941,49.7605,0.35588012336956654,
133,2022/8/22 0:17:56,1541.3442,49.7288,0.3801156221758133,
134,2022/8/22 0:17:58,1541.3970,49.7323,0.4349998995992908,
135,2022/8/22 0:18:00,1541.4486,49.7724,0.4105316331075682,
136,2022/8/22 0:18:02,1541.5012,49.713,0.39785342698316517,
137,2022/8/22 0:18:04,1541.5541,49.7657,0.4312729608131268,
138,2022/8/22 0:18:06,1541.6083,49.7718,0.3725906748744738,
139,2022/8/22 0:18:08,1541.6640,49.7294,0.36007318991330656,
140,2022/8/22 0:18:10,1541.7173,49.742,0.19856177055834043,
141,2022/8/22 0:18:12,1541.7745,49.77,0.33703021214113066,
142,2022/8/22 0:18:14,1541.8288,49.7948,0.33224935637546416,
143,2022/8/22 0:18:16,1541.8863,49.7817,0.36323155712420524,
144,2022/8/22 0:18:18,1541.9429,49.7705,0.18478231998697428,
145,2022/8/22 0:18:20,1541.9992,49.7695,0.38824537992635466,
146,2022/8/22 0:18:22,1542.0578,49.7802,0.41954037520271314,
147,2022/8/22 0:18:24,1542.1165,49.8007,0.3959655235528446,
148,2022/8/22 0:18:26,1542.1716,49.8601,0.40605426921220383,
149,2022/8/22 0:18:28,1542.2304,49.8599,0.3930392973677174,
150,2022/8/22 0:18:30,1542.2876,49.8727,0.35130737336372436,
151,2022/8/22 0:18:32,1542.3500,49.8803,0.3038917102310725,
152,2022/8/22 0:18:34,1542.4103,49.907,0.31956269716761326,
153,2022/8/22 0:18:36,1542.4695,49.901,0.3833229632937024,
154,2022/8/22 0:18:38,1542.5322,49.925,0.3482303008369564,
155,2022/8/22 0:18:40,1542.5961,49.8615,0.32268749778396466,
156,2022/8/22 0:18:42,1542.6587,49.8416,0.39976985516873037,
157,2022/8/22 0:18:44,1542.7218,49.8614,0.42207468154144834,
158,2022/8/22 0:18:46,1542.7846,49.8971,0.4075376953202103,
159,2022/8/22 0:18:48,1542.8484,49.9356,0.3756800803788298,
160,2022/8/22 0:18:50,1542.9115,49.9813,0.3749827644002646,
161,2022/8/22 0:18:52,1542.9727,49.9552,0.3525418572469065,
162,2022/8/22 0:18:54,1543.0389,49.9228,0.34633355990566767,
163,2022/8/22 0:18:56,1543.1022,49.9206,0.3196527144808891,
164,2022/8/22 0:18:58,1543.1704,50.0074,0.36705999235598735,
165,2022/8/22 0:19:00,1543.2342,49.9861,0.37729787555342453,
166,2022/8/22 0:19:02,1543.3021,49.9518,0.38961297189197464,
167,2022/8/22 0:19:04,1543.3685,50.0083,0.44179262770374256,
168,2022/8/22 0:19:06,1543.4347,50.01,0.4167153088716911,
169,2022/8/22 0:19:08,1543.5060,50.0199,0.38275137976539253,
170,2022/8/22 0:19:10,1543.5728,50.0504,0.39343739581652426,
171,2022/8/22 0:19:12,1543.6377,50.0221,0.3617328716390212,
172,2022/8/22 0:19:14,1543.7050,50.0349,0.26759336456595306,
173,2022/8/22 0:19:16,1543.7725,50.1043,0.2854936442665174,
174,2022/8/22 0:19:18,1543.8389,50.0407,0.25384318567789743,
175,2022/8/22 0:19:20,1543.9075,50.094,0.3727459090253229,
176,2022/8/22 0:19:22,1543.9750,50.0891,0.21914577426113593,
177,2022/8/22 0:19:24,1544.0445,50.0807,0.39382957786084555,
178,2022/8/22 0:19:26,1544.1142,50.1229,0.3891852454092083,
179,2022/8/22 0:19:28,1544.1850,50.1049,0.4103175452047796,
180,2022/8/22 0:19:30,1544.2558,50.1338,0.367170667428561,
181,2022/8/22 0:19:32,1544.3260,50.1447,0.3209463002565133,
182,2022/8/22 0:19:34,1544.3982,50.1352,0.3618857204137069,
183,2022/8/22 0:19:36,1544.4666,50.1837,0.3472874394500647,
184,2022/8/22 0:19:38,1544.5387,50.1475,0.41420854035874155,
185,2022/8/22 0:19:40,1544.6090,50.2103,0.39370424349876293,
186,2022/8/22 0:19:42,1544.6812,50.1615,0.39794074501570603,
187,2022/8/22 0:19:44,1544.7513,50.2599,0.43302290082726025,
188,2022/8/22 0:19:46,1544.8220,50.1869,0.38453555625279956,
189,2022/8/22 0:19:48,1544.8942,50.2483,0.3683509165006697,
190,2022/8/22 0:19:50,1544.9655,50.2155,0.31828640472594094,
191,2022/8/22 0:19:52,1545.0386,50.2029,0.3440638800919633,
192,2022/8/22 0:19:54,1545.1114,50.308,0.3641251324402384,
193,2022/8/22 0:19:56,1545.1821,50.2309,0.38888460881247755,
194,2022/8/22 0:19:58,1545.2537,50.2843,0.4562087570345759,
195,2022/8/22 0:20:00,1545.3252,50.243,0.4243526540065675,
196,2022/8/22 0:20:02,1545.3974,50.2411,0.4345734464433089,
197,2022/8/22 0:20:04,1545.4688,50.305,0.38345147104671723,
198,2022/8/22 0:20:06,1545.5408,50.2514,0.3573200906400121,
199,2022/8/22 0:20:08,1545.6125,50.3333,0.3562794788638353,
200,2022/8/22 0:20:10,1545.6831,50.2699,0.33381129669632403,
201,2022/8/22 0:20:12,1545.7567,50.271,0.3825912613100491,
202,2022/8/22 0:20:14,1545.8296,50.3254,0.38611842751605774,
203,2022/8/22 0:20:16,1545.9025,50.2697,0.39635721737819707,
204,2022/8/22 0:20:18,1545.9747,50.3154,0.4610053488421614,
205,2022/8/22 0:20:20,1546.0487,50.326,0.42531391204088986,
206,2022/8/22 0:20:22,1546.1194,50.2908,0.38659407134539187,
207,2022/8/22 0:20:24,1546.1910,50.3646,0.3694687400947138,
208,2022/8/22 0:20:26,1546.2633,50.281,0.3687751966482915,
209,2022/8/22 0:20:28,1546.3339,50.3115,0.3467139438842771,
210,2022/8/22 0:20:30,1546.4061,50.2974,0.41164010081274716,
211,2022/8/22 0:20:32,1546.4763,50.3065,0.4412813815835419,
212,2022/8/22 0:20:34,1546.5494,50.324,0.40410772134637085,
213,2022/8/22 0:20:36,1546.6243,50.2757,0.4241463064474992,
214,2022/8/22 0:20:38,1546.6950,50.2939,0.4586566594819568,
215,2022/8/22 0:20:40,1546.7679,50.3091,0.38612699944537143,
216,2022/8/22 0:20:42,1546.8397,50.2602,0.4143109603754753,
217,2022/8/22 0:20:44,1546.9117,50.3398,0.39412205863711564,
218,2022/8/22 0:20:46,1546.9812,50.2553,0.3387870970939286,
219,2022/8/22 0:20:48,1547.0529,50.3075,0.3764004322637552,
220,2022/8/22 0:20:50,1547.1227,50.2502,0.42936158789267453,
221,2022/8/22 0:20:52,1547.1933,50.2997,0.40765203533749633,
222,2022/8/22 0:20:54,1547.2641,50.2374,0.4374521906093508,
223,2022/8/22 0:20:56,1547.3348,50.2561,0.44325388049387665,
224,2022/8/22 0:20:58,1547.4058,50.2381,0.37679850620894473,
225,2022/8/22 0:21:00,1547.4767,50.2253,0.3554341456852952,
226,2022/8/22 0:21:02,1547.5456,50.2294,0.3370914140785223,
227,2022/8/22 0:21:04,1547.6161,50.2268,0.3696992043713796,
228,2022/8/22 0:21:06,1547.6849,50.2087,0.37987816827019333,
229,2022/8/22 0:21:08,1547.7556,50.2121,0.4171499779901633,
230,2022/8/22 0:21:10,1547.8241,50.1834,0.4171513909938196,
231,2022/8/22 0:21:12,1547.8933,50.2253,0.4339275598199701,
232,2022/8/22 0:21:14,1547.9614,50.1799,0.45465475315266923,
233,2022/8/22 0:21:16,1548.0292,50.2267,0.41365635968025705,
234,2022/8/22 0:21:18,1548.0996,50.1647,0.386262214408491,
235,2022/8/22 0:21:20,1548.1680,50.2004,0.35893721142552876,
236,2022/8/22 0:21:22,1548.2365,50.161,0.3822500630174483,
237,2022/8/22 0:21:24,1548.3029,50.1425,0.36986577754027067,
238,2022/8/22 0:21:26,1548.3706,50.2151,0.38648582645346674,
239,2022/8/22 0:21:28,1548.4376,50.1357,0.41624327624365726,
240,2022/8/22 0:21:30,1548.5033,50.123,0.4388570033266519,
241,2022/8/22 0:21:32,1548.5746,50.1472,0.41692748677645014,
242,2022/8/22 0:21:34,1548.6413,50.112,0.22113212886206185,
243,2022/8/22 0:21:36,1548.7065,50.1241,0.38373040646795503,
244,2022/8/22 0:21:38,1548.7706,50.1826,0.363976389868804,
245,2022/8/22 0:21:40,1548.8388,50.0908,0.38702737117004404,
246,2022/8/22 0:21:42,1548.9054,50.1006,0.3839825998895383,
247,2022/8/22 0:21:44,1548.9740,50.1209,0.38542537645119923,
248,2022/8/22 0:21:46,1549.0414,50.0802,0.40357285474206134,
249,2022/8/22 0:21:48,1549.1064,50.0905,0.4468345225365746,
250,2022/8/22 0:21:50,1549.1689,50.1262,0.4331292072313409,
251,2022/8/22 0:21:52,1549.2324,50.1233,0.4165295122359406,
252,2022/8/22 0:21:54,1549.2973,50.0603,0.4438304537020559,
253,2022/8/22 0:21:56,1549.3591,50.0533,0.39277345923056983,
254,2022/8/22 0:21:58,1549.4230,50.0513,0.3756339387383798,
255,2022/8/22 0:22:00,1549.4869,50.0616,0.3631109097535394,
256,2022/8/22 0:22:02,1549.5499,50.1209,0.40863845815092853,
257,2022/8/22 0:22:04,1549.6142,50.0904,0.41131277110499287,
258,2022/8/22 0:22:06,1549.6777,50.0516,0.41113166477495994,
259,2022/8/22 0:22:08,1549.7417,50.0346,0.42374320342041116,
260,2022/8/22 0:22:10,1549.8029,50.0352,0.4163798820345187,
261,2022/8/22 0:22:12,1549.8665,50.0585,0.4244738195846623,
262,2022/8/22 0:22:14,1549.9291,50.1037,0.42716727132927096,
263,2022/8/22 0:22:16,1549.9907,50.1271,0.38434605427313556,
264,2022/8/22 0:22:18,1550.0520,50.1239,0.3600663353064192,
265,2022/8/22 0:22:20,1550.1129,50.1158,0.380088155050612,
266,2022/8/22 0:22:22,1550.1737,50.1013,0.3786434654585122,
267,2022/8/22 0:22:24,1550.2341,50.1045,0.3843974032125488,
268,2022/8/22 0:22:26,1550.2934,50.115,0.3643655820031443,
269,2022/8/22 0:22:28,1550.3538,50.1085,0.4198649767649658,
270,2022/8/22 0:22:30,1550.4135,50.127,0.2758013738257531,
271,2022/8/22 0:22:32,1550.4714,50.1613,0.46077627183718484,
272,2022/8/22 0:22:34,1550.5291,50.1463,0.4338096687262042,
273,2022/8/22 0:22:36,1550.5867,50.1131,0.431530386981317,
274,2022/8/22 0:22:38,1550.6422,50.1041,0.38941401089589966,
275,2022/8/22 0:22:40,1550.6967,50.1162,0.3701526200227904,
276,2022/8/22 0:22:42,1550.7501,50.1732,0.3910955938257445,
277,2022/8/22 0:22:44,1550.8022,50.1081,0.37201855073605705,
278,2022/8/22 0:22:46,1550.8530,50.1782,0.3809576494427823,
279,2022/8/22 0:22:48,1550.9027,50.1138,0.3883603711459337,
280,2022/8/22 0:22:50,1550.9511,50.2237,0.438930867263009,
281,2022/8/22 0:22:52,1550.9993,50.1386,0.4530302705910674,
282,2022/8/22 0:22:54,1551.0466,50.1849,0.454594561602386,
283,2022/8/22 0:22:56,1551.0948,50.1837,0.476670992563116,
284,2022/8/22 0:22:58,1551.1399,50.1685,0.424473394693742,
285,2022/8/22 0:23:00,1551.1880,50.1933,0.4088126746343184,
286,2022/8/22 0:23:02,1551.2329,50.2237,0.3972664663188627,
287,2022/8/22 0:23:04,1551.2785,50.1809,0.38474894854073816,
288,2022/8/22 0:23:06,1551.3228,50.1816,0.4367162545947212,
289,2022/8/22 0:23:08,1551.3663,50.2074,0.3975856227097772,
290,2022/8/22 0:23:10,1551.4094,50.2597,0.3752332577821786,
291,2022/8/22 0:23:12,1551.4498,50.2628,0.37740475742377,
292,2022/8/22 0:23:14,1551.4900,50.2843,0.3739521423450681,
293,2022/8/22 0:23:16,1551.5291,50.2772,0.3830072968396973,
294,2022/8/22 0:23:18,1551.5680,50.2377,0.42838487404256265,
295,2022/8/22 0:23:20,1551.6039,50.2286,0.39730674977125485,
296,2022/8/22 0:23:22,1551.6408,50.2211,0.47206385796421557,
297,2022/8/22 0:23:24,1551.6770,50.2583,0.43801244708435183,
298,2022/8/22 0:23:26,1551.7114,50.3161,0.4591546213991713,
299,2022/8/22 0:23:28,1551.7464,50.2633,0.4221935261192814,
300,2022/8/22 0:23:30,1551.7807,50.2325,0.4586868010554726,
301,2022/8/22 0:23:32,1551.8134,50.3064,0.45100302566999556,
302,2022/8/22 0:23:34,1551.8456,50.2631,0.39706522383270715,
303,2022/8/22 0:23:36,1551.8768,50.2708,0.22510728749871786,
304,2022/8/22 0:23:38,1551.9083,50.3145,0.3905648402320296,
305,2022/8/22 0:23:40,1551.9390,50.2739,0.4137504519461743,
306,2022/8/22 0:23:42,1551.9690,50.3189,0.3546588289794305,
307,2022/8/22 0:23:44,1551.9977,50.2789,0.32417295100864063,
308,2022/8/22 0:23:46,1552.0275,50.3153,0.367312244491778,
309,2022/8/22 0:23:48,1552.0559,50.311,0.36291512651464397,
310,2022/8/22 0:23:50,1552.0846,50.3017,0.4222994877293411,
311,2022/8/22 0:23:52,1552.1123,50.3498,0.37467997875620906,
312,2022/8/22 0:23:54,1552.1391,50.3029,0.3714232622061708,
313,2022/8/22 0:23:56,1552.1653,50.3271,0.37677062419688984,
314,2022/8/22 0:23:58,1552.1907,50.3863,0.3845447202128359,
315,2022/8/22 0:24:00,1552.2174,50.3252,0.41134273525220055,
316,2022/8/22 0:24:02,1552.2424,50.3157,0.41528932459921625,
317,2022/8/22 0:24:04,1552.2667,50.3495,0.45907929879779696,
318,2022/8/22 0:24:06,1552.2902,50.4022,0.4208720477525015,
319,2022/8/22 0:24:08,1552.3139,50.3709,0.44033818416857157,
320,2022/8/22 0:24:10,1552.3378,50.3465,0.49336416158373486,
321,2022/8/22 0:24:12,1552.3606,50.3312,0.42333236375705335,
322,2022/8/22 0:24:14,1552.3821,50.3397,0.4032989064872255,
323,2022/8/22 0:24:16,1552.4056,50.36,0.45228139333409667,
324,2022/8/22 0:24:18,1552.4281,50.3826,0.42686493718066726,
325,2022/8/22 0:24:20,1552.4490,50.4122,0.4516978375589902,
326,2022/8/22 0:24:22,1552.4701,50.4327,0.4515891453628391,
327,2022/8/22 0:24:24,1552.4918,50.4469,0.43019624286214897,
328,2022/8/22 0:24:26,1552.5129,50.4272,0.4451756489544606,
329,2022/8/22 0:24:28,1552.5337,50.4105,0.39765328073040107,
330,2022/8/22 0:24:30,1552.5528,50.417,0.4525998953301444,
331,2022/8/22 0:24:32,1552.5739,50.4169,0.3709460189419912,
332,2022/8/22 0:24:34,1552.5931,50.439,0.38479526892366245,
333,2022/8/22 0:24:36,1552.6133,50.4325,0.3748904430283825,
334,2022/8/22 0:24:38,1552.6330,50.4353,0.3692424515435436,
335,2022/8/22 0:24:40,1552.6507,50.4757,0.37574993360991665,
336,2022/8/22 0:24:42,1552.6710,50.4711,0.1775054379620272,
337,2022/8/22 0:24:44,1552.6886,50.433,0.3879549028544904,
338,2022/8/22 0:24:46,1552.7072,50.4179,0.369360516396772,
339,2022/8/22 0:24:48,1552.7254,50.4178,0.33272754323155646,
340,2022/8/22 0:24:50,1552.7429,50.3992,0.35971218552885603,
341,2022/8/22 0:24:52,1552.7617,50.3988,0.3828761534615657,
342,2022/8/22 0:24:54,1552.7797,50.4054,0.3903350456832045,
343,2022/8/22 0:24:56,1552.7967,50.4219,0.44607854440859873,
344,2022/8/22 0:24:58,1552.8138,50.4547,0.20765797752505805,
345,2022/8/22 0:25:00,1552.8305,50.4851,0.4074902001681044,
346,2022/8/22 0:25:02,1552.8480,50.4463,0.4153107805378001,
347,2022/8/22 0:25:04,1552.8652,50.4235,0.3986557007024704,
348,2022/8/22 0:25:06,1552.8817,50.4103,0.43570141251078875,
349,2022/8/22 0:25:08,1552.8977,50.4337,0.4272931169825824,
350,2022/8/22 0:25:10,1552.9138,50.4595,0.4198803511004512,
351,2022/8/22 0:25:12,1552.9303,50.5,0.428462161801122,
352,2022/8/22 0:25:14,1552.9457,50.4476,0.3622613880334423,
353,2022/8/22 0:25:16,1552.9615,50.4244,0.42004477490668723,
354,2022/8/22 0:25:18,1552.9765,50.4487,0.4274847426667818,
355,2022/8/22 0:25:20,1552.9915,50.5066,0.4562262142017286,
356,2022/8/22 0:25:22,1553.0059,50.467,0.25152864514976825,
357,2022/8/22 0:25:24,1553.0207,50.4491,0.46289219924458763,
358,2022/8/22 0:25:26,1553.0352,50.4682,0.43035642017499065,
359,2022/8/22 0:25:28,1553.0492,50.491,0.489760916746316,
360,2022/8/22 0:25:30,1553.0629,50.4452,0.4347966895962472,
361,2022/8/22 0:25:32,1553.0766,50.4658,0.4222711074350336,
362,2022/8/22 0:25:34,1553.0900,50.5299,0.4287051358673154,
363,2022/8/22 0:25:36,1553.1034,50.4629,0.4204678106113236,
364,2022/8/22 0:25:38,1553.1170,50.4657,0.4239287599998521,
365,2022/8/22 0:25:40,1553.1302,50.5346,0.40122571225939185,
366,2022/8/22 0:25:42,1553.1432,50.4571,0.45244047205425975,
367,2022/8/22 0:25:44,1553.1556,50.4969,0.23438142557185834,
368,2022/8/22 0:25:46,1553.1681,50.5031,0.4260856660273852,
369,2022/8/22 0:25:48,1553.1804,50.4678,0.4823596839506654,
370,2022/8/22 0:25:50,1553.1927,50.5336,0.4324068846653677,
371,2022/8/22 0:25:52,1553.2046,50.4816,0.3932667390669391,
372,2022/8/22 0:25:54,1553.2167,50.4768,0.4023188631513927,
373,2022/8/22 0:25:56,1553.2281,50.5104,0.38263242578216333,
374,2022/8/22 0:25:58,1553.2395,50.4712,0.43861609134838736,
375,2022/8/22 0:26:00,1553.2508,50.558,0.387889306693095,
376,2022/8/22 0:26:02,1553.2621,50.473,0.3816460137400022,
377,2022/8/22 0:26:04,1553.2727,50.5466,0.37369579851497386,
378,2022/8/22 0:26:06,1553.2836,50.4895,0.3791723807132742,
379,2022/8/22 0:26:08,1553.2947,50.5171,0.3409789570506637,
380,2022/8/22 0:26:10,1553.3051,50.5022,0.36590951633252544,
381,2022/8/22 0:26:12,1553.3149,50.5142,0.35572818621876867,
382,2022/8/22 0:26:14,1553.3251,50.4928,0.4015128232145686,
383,2022/8/22 0:26:16,1553.3352,50.5154,0.3500066362243305,
384,2022/8/22 0:26:18,1553.3452,50.5017,0.37097995511116927,
385,2022/8/22 0:26:20,1553.3553,50.5249,0.4141426845202052,
386,2022/8/22 0:26:22,1553.3645,50.5084,0.3533381638269961,
387,2022/8/22 0:26:24,1553.3742,50.5406,0.39897452757725993,
