,time,ctwl/nm,thresh/dBm,notch/dB,reflection/%
35,2022/8/30 0:32:32,1541.9209,-40.060699999999997089616954326629638671875,30.42729999999999915871740086,99.90937041319049356389789263
36,2022/8/30 0:33:02,1542.1163,-40.07600000000000051159076974727213382720947265625,29.59700000000000244426701102,99.89027641218880934539242622
37,2022/8/30 0:33:32,1542.3223,-40.0972000000000008412825991399586200714111328125,28.82700000000000153477230924,99.86899134137429726813112163
38,2022/8/30 0:34:02,1542.5225,-40.1270999999999986584953148849308490753173828125,28.00679999999999682813722756,99.84175864247706963950507175
39,2022/8/30 0:34:32,1542.7280,-40.15870000000000317186277243308722972869873046875,27.08480000000000467252903036,99.80433191256555982943943217
40,2022/8/30 0:35:02,1542.9203,-40.19659999999999655528881703503429889678955078125,26.25890000000000060254023993,99.76334809761605183081600856
41,2022/8/30 0:35:32,1543.1167,-40.23429999999999751025825389660894870758056640625,25.38369999999999441797626787,99.71051237717650848717265699
42,2022/8/30 0:36:02,1543.3336,-40.27940000000000253521648119203746318817138671875,24.49910000000000070485839388,99.64511307422522531744568663
43,2022/8/30 0:36:32,1543.5593,-40.332999999999998408384271897375583648681640625,23.53989999999999901092451182,99.55740143654615926030460038
44,2022/8/30 0:37:02,1543.7648,-40.37950000000000017053025658242404460906982421875,22.60469999999999799911165610,99.45105352582358235538628755
45,2022/8/30 0:37:32,1544.0043,-40.43780000000000285353962681256234645843505859375,21.20740000000000026147972676,99.24271387456744556929133516
46,2022/8/30 0:38:02,1544.3728,-40.60759999999999791953086969442665576934814453125,15.92530000000000484305928694,97.44453463032694828793722763
47,2022/8/30 0:38:32,1544.7202,-40.61869999999999691908669774420559406280517578125,17.75889999999999747615220258,98.32463283340797249865161689
48,2022/8/30 0:39:02,1544.7715,-40.67920000000000158024704433046281337738037109375,15.77000000000000102318153950,97.35149986139330045842310568
49,2022/8/30 0:39:32,1544.7700,-40.68599999999999994315658113919198513031005859375,15.43939999999999679403117625,97.14201463862939464610768425
50,2022/8/30 0:40:02,1544.9274,-40.67999999999999971578290569595992565155029296875,16.62299999999999636202119291,97.82379401681427083525832700
51,2022/8/30 0:40:32,1545.1322,-40.72079999999999699866748414933681488037109375,15.94869999999999771489456180,97.45826657583756165437183228
52,2022/8/30 0:41:02,1545.3356,-40.76530000000000342197381542064249515533447265625,15.25570000000000345607986674,97.01853304650006545872820141
53,2022/8/30 0:41:32,1545.5442,-40.81519999999999726014721090905368328094482421875,14.64670000000000328554961015,96.56971661316846519684808925
54,2022/8/30 0:42:02,1545.7517,-40.86200000000000187583282240666449069976806640625,13.93719999999999885176293901,95.96094283320845755302919144
55,2022/8/30 0:42:32,1545.9629,-40.90870000000000317186277243308722972869873046875,13.24339999999999702140485169,95.26129143505102855882249457
56,2022/8/30 0:43:02,1546.1707,-40.95660000000000167119651450775563716888427734375,12.48299999999999874944478507,94.35453135070010211027380365
57,2022/8/30 0:43:32,1546.3844,-41.0106999999999999317878973670303821563720703125,11.81479999999999864712663111,93.41554248207356858646477349
58,2022/8/30 0:44:02,1546.5967,-41.0793000000000034788172342814505100250244140625,11.00980000000000228510543821,92.07462172644168690860411175
59,2022/8/30 0:44:32,1546.7644,-41.13369999999999748752088635228574275970458984375,10.41490000000000020463630790,90.91112773273556935116346267
60,2022/8/30 0:45:02,1546.8814,-41.20139999999999957935870043002068996429443359375,9.784500000000001364242052663,89.49127565938639339293558805
61,2022/8/30 0:45:32,1546.9671,-41.27279999999999660076355212368071079254150390625,9.225499999999999431565811393,88.04774087716212144227867498
62,2022/8/30 0:46:02,1547.0288,-41.3453999999999979308995534665882587432861328125,8.724699999999999192823452172,86.58687413203709215547831946
63,2022/8/30 0:46:32,1547.0832,-41.4172999999999973397279973141849040985107421875,8.303500000000002842170943039,85.22083152157211016763938005
64,2022/8/30 0:47:02,1547.1168,-41.49029999999999773763192933984100818634033203125,7.932399999999999749888957016,83.90244194601147453838052570
65,2022/8/30 0:47:32,1547.1429,-41.5499999999999971578290569595992565155029296875,7.637299999999997169197740727,82.77060609980241012717527838
66,2022/8/30 0:48:02,1547.1653,-41.6150999999999982037479639984667301177978515625,7.335399999999998556177160932,81.53029325210314481875428783
67,2022/8/30 0:48:32,1547.1832,-41.67229999999999989768184605054557323455810546875,7.058199999999995668531482811,80.31297920632201603474698004
68,2022/8/30 0:49:02,1547.1990,-41.7428000000000025693225325085222721099853515625,6.788500000000004945377440894,79.05164138409971619214644534
69,2022/8/30 0:49:32,1547.2150,-41.818500000000000227373675443232059478759765625,6.511300000000004501998773779,77.67096265826672063514735100
70,2022/8/30 0:50:02,1547.2307,-41.88000000000000255795384873636066913604736328125,6.351899999999999408828443847,76.83618967982267788929817698
71,2022/8/30 0:50:32,1547.2405,-41.940100000000001045918907038867473602294921875,6.160800000000003024069883396,75.79416882222405338342952064
72,2022/8/30 0:51:02,1547.2593,-41.99849999999999994315658113919198513031005859375,5.979199999999997487520886352,74.76054342366499905203625076
73,2022/8/30 0:51:32,1547.2718,-42.087299999999999045030563138425350189208984375,5.782899999999999124611349541,73.59355121291943913064415028
74,2022/8/30 0:52:02,1547.2836,-42.1212000000000017507773009128868579864501953125,5.652499999999999943156581140,72.78865553760895390489338297
75,2022/8/30 0:52:32,1547.2989,-42.1906000000000034333424991928040981292724609375,5.468299999999998362909536809,71.60969880601702475253489411
76,2022/8/30 0:53:02,1547.3102,-42.25840000000000173940861714072525501251220703125,5.317999999999996930455381519,70.60997198828852239316233863
77,2022/8/30 0:53:32,1547.3203,-42.31960000000000121644916362129151821136474609375,5.178999999999996475708030632,69.65410156111195294492688390
78,2022/8/30 0:54:02,1547.3318,-42.40610000000000212594386539421975612640380859375,5.014099999999993542587617409,68.47972484432010009669511419
79,2022/8/30 0:54:32,1547.3440,-42.436700000000001864464138634502887725830078125,4.931599999999999624833435514,67.87523199589687861177367267
80,2022/8/30 0:55:02,1547.3536,-42.53600000000000136424205265939235687255859375,4.722400000000004013145371573,66.28990317035980961435370773
81,2022/8/30 0:55:32,1547.4211,-42.5656000000000034333424991928040981292724609375,4.653399999999999522515281567,65.75004541183912531998601025
82,2022/8/30 0:56:02,1547.4330,-42.65480000000000160298441187478601932525634765625,4.483299999999994497557054272,64.38196141883725243104663605
83,2022/8/30 0:56:32,1547.4456,-42.70439999999999969304553815163671970367431640625,4.409399999999997191935108274,63.77069524064143402064530619
84,2022/8/30 0:57:02,1547.4634,-42.75999999999999801048033987171947956085205078125,4.293700000000000613908923698,62.79254201661779166698806876
85,2022/8/30 0:57:32,1547.4750,-42.859499999999997044142219237983226776123046875,4.177200000000000898126018003,61.78094011901010818021973137
86,2022/8/30 0:58:02,1547.4900,-42.9131000000000000227373675443232059478759765625,4.037699999999995611688063950,60.53337401523304350803300622
87,2022/8/30 0:58:32,1547.5072,-42.97319999999999851070242584683001041412353515625,3.951299999999998021849023646,59.74034953653905022363801436
88,2022/8/30 0:59:02,1547.5166,-43.05499999999999971578290569595992565155029296875,3.879699999999994474819686734,59.07110685687025908308100952
89,2022/8/30 0:59:32,1547.5287,-43.11229999999999762394509161822497844696044921875,3.738800000000004104094841748,57.72145819440424596713512528
90,2022/8/30 1:00:02,1547.5407,-43.17710000000000292175172944553196430206298828125,3.679600000000000306954461852,57.14120070074205082200080597
91,2022/8/30 1:00:32,1547.5566,-43.2586000000000012732925824820995330810546875,3.591099999999999283772922352,56.25886983152532661023315086
92,2022/8/30 1:01:02,1547.5662,-43.3230999999999966121322358958423137664794921875,3.467100000000004058620106658,54.99197044554903768265319286
93,2022/8/30 1:01:32,1547.5814,-43.3804999999999978399500832892954349517822265625,3.415299999999996771293808708,54.45192784145861941702548847
94,2022/8/30 1:02:02,1547.5947,-43.48890000000000100044417195022106170654296875,3.334099999999994167865224885,53.59230480817308017726929847
95,2022/8/30 1:02:32,1547.6059,-43.53970000000000339923644787631928920745849609375,3.234099999999999852207110960,52.51133072230232401444993684
96,2022/8/30 1:03:02,1547.6157,-43.63380000000000080717654782347381114959716796875,3.161600000000001841726771091,51.71191306212661875640890230
97,2022/8/30 1:03:32,1547.6257,-43.69879999999999853343979339115321636199951171875,3.062699999999996862243278880,50.59965294585222483902953172
98,2022/8/30 1:04:02,1547.6388,-43.7623999999999995225152815692126750946044921875,3.005499999999999829469743421,49.94470790733560594532036703
99,2022/8/30 1:04:32,1547.6529,-43.8729000000000013415046851150691509246826171875,2.908299999999999215560819725,48.81178327890209889261541321
100,2022/8/30 1:05:02,1547.6645,-43.90919999999999845385900698602199554443359375,2.845299999999996828137227567,48.06382039740241252090413582
101,2022/8/30 1:05:32,1547.6769,-44.00450000000000017053025658242404460906982421875,2.785599999999999738520273240,47.34495357664035841693817019
102,2022/8/30 1:06:02,1547.6931,-44.1163999999999987267074175179004669189453125,2.695500000000004888534022029,46.24114626083007939527647068
103,2022/8/30 1:06:32,1547.7034,-44.153199999999998226485331542789936065673828125,2.649599999999999170086084632,45.66996309986872670805269081
104,2022/8/30 1:07:02,1547.7127,-44.28170000000000072759576141834259033203125,2.565599999999996214228303870,44.60889869823375653012931252
105,2022/8/30 1:07:32,1547.7247,-44.3188999999999992951416061259806156158447265625,2.498399999999996509814081947,43.74514624416561137110193158
106,2022/8/30 1:08:02,1547.7382,-44.40809999999999746478351880796253681182861328125,2.454400000000000375166564482,43.17231035085148382890452012
107,2022/8/30 1:08:32,1547.7494,-44.5076999999999998181010596454143524169921875,2.351499999999999204192135949,41.80977988415645052455715813
108,2022/8/30 1:09:02,1547.7631,-44.56700000000000017053025658242404460906982421875,2.331100000000000079580786405,41.53580152814243531267379694
109,2022/8/30 1:09:32,1547.7757,-44.68260000000000076170181273482739925384521484375,2.281199999999996691713022301,40.86017977645816090515040742
110,2022/8/30 1:10:02,1547.7842,-44.75099999999999766941982670687139034271240234375,2.224000000000000227373675443,40.07610974165218831188894910
111,2022/8/30 1:10:32,1547.7990,-44.84190000000000253521648119203746318817138671875,2.190500000000003694822225952,39.61208987767285139014461492
112,2022/8/30 1:11:02,1547.8118,-44.97890000000000298996383207850158214569091796875,2.118700000000002489741746104,38.60542462336007396572767902
113,2022/8/30 1:11:32,1547.8239,-45.003500000000002501110429875552654266357421875,2.097399999999998840394255239,38.30357493805547353105112052
114,2022/8/30 1:12:02,1547.8327,-45.16149999999999664623828721232712268829345703125,2.017899999999998840394255240,37.16378746094672891331356368
115,2022/8/30 1:12:32,1547.8442,-45.19239999999999923829818726517260074615478515625,1.994999999999998919975041645,36.83158207124843652735535215
116,2022/8/30 1:13:02,1547.8556,-45.30680000000000262616595136933028697967529296875,1.952399999999998726707417518,36.20891338052609764730505049
117,2022/8/30 1:13:32,1547.8657,-45.38600000000000278532752417959272861480712890625,1.911299999999998590283212252,35.60235287195077091837447369
118,2022/8/30 1:14:02,1547.8769,-45.48429999999999751025825389660894870758056640625,1.880200000000001580247044331,35.13954364835234489561344162
119,2022/8/30 1:14:32,1547.8903,-45.60979999999999989768184605054557323455810546875,1.818300000000002057731762761,34.20846790207019427754175922
120,2022/8/30 1:15:02,1547.9007,-45.66680000000000205773176276125013828277587890625,1.741300000000004331468517194,33.03158811959788776491109275
121,2022/8/30 1:15:32,1547.9116,-45.82719999999999771489456179551780223846435546875,1.684200000000000727595761418,32.14528980179598427469045419
122,2022/8/30 1:16:02,1547.9253,-45.87010000000000076170181273482739925384521484375,1.663699999999997658051142935,31.82423811727784768166316098
123,2022/8/30 1:16:32,1547.9318,-46.0448999999999983856469043530523777008056640625,1.608099999999994679455994629,30.94581562769306293247950634
124,2022/8/30 1:17:02,1547.9439,-46.06949999999999789679350215010344982147216796875,1.589199999999997771737980657,30.64464484640720964847560026
125,2022/8/30 1:17:32,1547.9533,-46.22319999999999851070242584683001041412353515625,1.536799999999999613464751747,29.80276597538389360408928042
126,2022/8/30 1:18:02,1547.9658,-46.29169999999999873807610129006206989288330078125,1.522300000000001432454155292,29.56800338513395631778735151
127,2022/8/30 1:18:32,1547.9764,-46.3993999999999999772626324556767940521240234375,1.476800000000002114575181622,28.82622517521954419450480600
128,2022/8/30 1:19:02,1547.9874,-46.514600000000001500666257925331592559814453125,1.460999999999996305177774048,28.56681738439481588187618399
129,2022/8/30 1:19:32,1547.9988,-46.59490000000000264890331891365349292755126953125,1.429300000000000352429196937,28.04350511759733377559200562
130,2022/8/30 1:20:02,1548.0075,-46.72579999999999955662133288569748401641845703125,1.408799999999999386091076304,27.70304601274620193152031788
131,2022/8/30 1:20:32,1548.0175,-46.83590000000000230784280574880540370941162109375,1.374699999999997146460373187,27.13314925879415362430790992
132,2022/8/30 1:21:02,1548.0276,-46.95539999999999736246536485850811004638671875,1.346099999999999852207110962,26.65170888610665089757389978
133,2022/8/30 1:21:32,1548.0405,-47.0424000000000006593836587853729724884033203125,1.317299999999996032329363515,26.16368736725651622521127138
134,2022/8/30 1:22:02,1548.0514,-47.2332999999999998408384271897375583648681640625,1.273699999999998169641912682,25.41869126294576952673764936
135,2022/8/30 1:22:32,1548.0618,-47.27550000000000096633812063373625278472900390625,1.261100000000001557509676787,25.20199751255053355336599452
136,2022/8/30 1:23:02,1548.0735,-47.4292999999999977944753482006490230560302734375,1.226300000000004501998773776,24.60023366270580602588324837
137,2022/8/30 1:23:32,1548.0820,-47.51820000000000021600499167107045650482177734375,1.218300000000001830358087318,24.46121415793348630174364189
138,2022/8/30 1:24:02,1548.0900,-47.69330000000000069348971010185778141021728515625,1.183800000000000522959453520,23.85875040099650901126437930
139,2022/8/30 1:24:32,1548.1020,-47.75370000000000203499439521692693233489990234375,1.171599999999998090061126277,23.64455720936984306490558083
140,2022/8/30 1:25:02,1548.1122,-47.9343999999999965666575008071959018707275390625,1.130799999999998533439793392,22.92385235240478325025037520
141,2022/8/30 1:25:32,1548.1231,-48.000100000000003319655661471188068389892578125,1.125100000000000420641299570,22.82262553667780968780220974
142,2022/8/30 1:26:02,1548.1346,-48.16279999999999716919774073176085948944091796875,1.101800000000001546140993014,22.40745442151333977065519321
143,2022/8/30 1:26:32,1548.1432,-48.2633000000000009777068044058978557586669921875,1.083699999999998283328750403,22.08339878645053655503716072
144,2022/8/30 1:27:02,1548.1517,-48.4566999999999978854248183779418468475341796875,1.060799999999995293364918325,21.67146570162257201985767097
145,2022/8/30 1:27:32,1548.1613,-48.5242999999999966576069709844887256622314453125,1.044700000000000841282599140,21.38055023356585371274718455
146,2022/8/30 1:28:02,1548.1690,-48.70539999999999736246536485850811004638671875,1.011300000000000522959453519,20.77358582456541036265207367
147,2022/8/30 1:28:32,1548.1803,-48.7819999999999964757080306299030780792236328125,1.007400000000001341504685115,20.70240790167180433556382013
148,2022/8/30 1:29:02,1548.1884,-48.98490000000000321733750752173364162445068359375,0.992299999999997453414835036,20.42621796227593877759431962
149,2022/8/30 1:29:32,1548.1993,-49.0615999999999985448084771633148193359375,0.978700000000000727595761418,20.17664083902099836365096053
150,2022/8/30 1:30:02,1548.2047,-49.21809999999999973852027324028313159942626953125,0.999799999999999840838427190,20.56351842663716178449817562
151,2022/8/30 1:30:32,1548.2186,-49.3489000000000004320099833421409130096435546875,1.006999999999995679900166579,20.69510398718013011176708460
152,2022/8/30 1:31:02,1548.2269,-49.512799999999998590283212251961231231689453125,1.013000000000004604316927725,20.80459210087225452312509333
153,2022/8/30 1:31:32,1548.2351,-49.6561999999999983401721692644059658050537109375,1.033399999999995884536474478,21.17572226646408095618312473
154,2022/8/30 1:32:02,1548.2465,-49.80149999999999721467247582040727138519287109375,1.038200000000001125499693444,21.26279395130946658909465441
155,2022/8/30 1:32:32,1548.2547,-49.96000000000000085265128291212022304534912109375,1.047000000000001932676241267,21.42217564409911734202296429
156,2022/8/30 1:33:02,1548.2611,-50.1073999999999983856469043530523777008056640625,1.051199999999999249666871037,21.49813040413744991141697938
157,2022/8/30 1:33:32,1548.2729,-50.3076999999999969759301166050136089324951171875,1.069500000000002785327524180,21.82822020047776589990462526
158,2022/8/30 1:34:02,1548.2828,-50.4061999999999983401721692644059658050537109375,1.074499999999998237854015315,21.91816700043190957458705270
159,2022/8/30 1:34:32,1548.2935,-50.5844000000000022509993868879973888397216796875,1.097999999999996759925124934,22.33953260391627893000077165
160,2022/8/30 1:35:02,1548.2997,-50.7246999999999985675458447076380252838134765625,1.113100000000000648014975013,22.60908168445903143606301455
161,2022/8/30 1:35:32,1548.3078,-50.92909999999999826059138285927474498748779296875,1.115900000000001227817847394,22.65896137237665142194487089
162,2022/8/30 1:36:02,1548.3171,-51.06569999999999964757080306299030780792236328125,1.065400000000001682565198279,21.75438651255757749325425721
163,2022/8/30 1:36:32,1548.3247,-51.266300000000001091393642127513885498046875,1.082199999999995839061739389,22.05648269780656756111625327
164,2022/8/30 1:37:02,1548.3328,-51.45720000000000027284841053187847137451171875,1.086000000000001193711796077,22.12465207075242634715550594
165,2022/8/30 1:37:32,1548.3414,-51.578800000000001091393642127513885498046875,1.102300000000006093614501879,22.41638707923726547832643519
166,2022/8/30 1:38:02,1548.3495,-51.829700000000002546585164964199066162109375,1.114299999999999442934495164,22.63046263141758052128693635
167,2022/8/30 1:38:32,1548.3589,-51.946899999999999408828443847596645355224609375,1.127300000000004672529030358,22.86171127986484918892529095
168,2022/8/30 1:39:02,1548.3677,-52.1664999999999992041921359486877918243408203125,1.137600000000003944933268941,23.04444050609097960347071421
169,2022/8/30 1:39:32,1548.3755,-52.343400000000002592059900052845478057861328125,1.157200000000000898126018001,23.39096355636169910496846569
170,2022/8/30 1:40:02,1548.3851,-52.51290000000000190993887372314929962158203125,1.160400000000005434230843093,23.44739038949249509968808525
171,2022/8/30 1:40:32,1548.3906,-52.7837999999999993860910763032734394073486328125,1.159699999999998624389263569,23.43505057220699461240087658
172,2022/8/30 1:41:02,1548.4006,-52.898200000000002773958840407431125640869140625,1.170399999999996339283825364,23.62345650581350042784833931
173,2022/8/30 1:41:32,1548.4068,-53.15010000000000189857018995098769664764404296875,1.191999999999997953636921011,24.00237856389623170016989206
174,2022/8/30 1:42:02,1548.4176,-53.3153999999999967940311762504279613494873046875,1.204199999999997942268237238,24.21556799082504873865673289
175,2022/8/30 1:42:32,1548.4250,-53.538600000000002410160959698259830474853515625,1.194900000000001853095454863,24.05310901155558456210314944
176,2022/8/30 1:43:02,1548.4349,-53.763700000000000045474735088646411895751953125,1.228600000000002808064891724,24.64015439780663507818303515
177,2022/8/30 1:43:32,1548.4404,-53.96900000000000119371179607696831226348876953125,1.238699999999999249666871037,24.81520844676761150537913636
178,2022/8/30 1:44:02,1548.4491,-54.25450000000000017053025658242404460906982421875,1.254800000000000807176547823,25.09341465261673009834453296
179,2022/8/30 1:44:32,1548.4555,-54.4525000000000005684341886080801486968994140625,1.274100000000002012257027672,25.42556013900609812594666437
180,2022/8/30 1:45:02,1548.4645,-54.67920000000000158024704433046281337738037109375,1.271399999999997646682459163,25.37918294593985990559303900
181,2022/8/30 1:45:32,1548.4745,-54.91329999999999955662133288569748401641845703125,1.262899999999999693045538152,25.23299226677389039963372852
182,2022/8/30 1:46:02,1548.4800,-55.15270000000000294448909698985517024993896484375,1.286300000000002000888343900,25.63475724013998258143942621
183,2022/8/30 1:46:32,1548.4859,-55.4592999999999989313437254168093204498291015625,1.288299999999997339727997314,25.66899581569458410612583066
184,2022/8/30 1:47:02,1548.4927,-55.69420000000000214868123293854296207427978515625,1.302999999999995054622559110,25.92016608472589300760091646
185,2022/8/30 1:47:32,1548.5035,-55.9298000000000001818989403545856475830078125,1.312599999999993997334968299,26.08373734889400941128201339
186,2022/8/30 1:48:02,1548.5095,-56.27150000000000318323145620524883270263671875,1.329299999999999045030563138,26.36742303775138074328765470
187,2022/8/30 1:48:32,1548.5162,-56.48709999999999809006112627685070037841796875,1.292100000000002694378054003,25.73400568593221526825232104
188,2022/8/30 1:49:02,1548.5231,-56.77989999999999781721271574497222900390625,1.316500000000002671640686458,26.15008496304418450506545923
189,2022/8/30 1:49:32,1548.5285,-57.13889999999999957935870043002068996429443359375,1.322599999999997749000613112,26.25374003546701029421228668
190,2022/8/30 1:50:02,1548.5353,-57.39750000000000085265128291212022304534912109375,1.327400000000000773070496507,26.33520238806681401655396257
191,2022/8/30 1:50:32,1548.5449,-57.7109999999999985220711096189916133880615234375,1.334099999999995816324371844,26.44875981266319175944090603
192,2022/8/30 1:51:02,1548.5521,-58.04740000000000321733750752173364162445068359375,1.333099999999998146904545137,26.43182206378500431753764133
193,2022/8/30 1:51:32,1548.5616,-58.3522999999999996134647517465054988861083984375,1.334200000000006241407390917,26.45045337305772514824298014
194,2022/8/30 1:52:02,1548.5676,-58.75439999999999685087459511123597621917724609375,1.333800000000000068212102633,26.44367889749988931313851026
195,2022/8/30 1:52:32,1548.5735,-59.08990000000000009094947017729282379150390625,1.334400000000005775291356258,26.45384037686167033598394482
196,2022/8/30 1:53:02,1548.5824,-59.4463999999999970214048516936600208282470703125,1.330299999999997567101672757,26.38437561334625591769054154
197,2022/8/30 1:53:32,1548.5889,-59.87899999999999778310666442848742008209228515625,1.334199999999999818101059646,26.45045337305761412594051762
198,2022/8/30 1:54:02,1548.5957,-60.25,1.324400000000000659383658786,26.28429896921503639006800768
199,2022/8/30 1:54:32,1548.6033,-60.6672999999999973397279973141849040985107421875,1.328899999999997476152202581,26.36064091446495005754968588
200,2022/8/30 1:55:02,1548.6076,-61.15829999999999699866748414933681488037109375,1.329700000000002717115421547,26.37420453640997308752957906
201,2022/8/30 1:55:32,1548.6160,-61.554900000000003501554601825773715972900390625,1.321700000000000045474735089,26.23845581833001983085296160
202,2022/8/30 1:56:02,1548.6192,-62.045400000000000773070496506989002227783203125,1.326000000000000682121026330,26.31145183505528839518206041
203,2022/8/30 1:56:32,1548.6266,-62.64609999999999701003616792149841785430908203125,1.322099999999999113242665771,26.24524919476141082697040474
204,2022/8/30 1:57:02,1548.6325,-63.06519999999999726014721090905368328094482421875,1.324300000000001091393642128,26.28260158293009851604438154
205,2022/8/30 1:57:32,1548.6354,-63.63300000000000267164068645797669887542724609375,1.325299999999998760813468834,26.29957368713831122875035362
206,2022/8/30 1:58:02,1548.6421,-64.2469999999999998863131622783839702606201171875,1.314500000000002614797267597,26.11606798825085729021111547
207,2022/8/30 1:58:32,1548.6466,-64.8864999999999980673237587325274944305419921875,1.317599999999998942712409189,26.16878762288163962068665569
208,2022/8/30 1:59:02,1548.6510,-65.5227000000000003865352482534945011138916015625,1.313299999999998306066117947,26.09565028271497721945593185
209,2022/8/30 1:59:32,1548.6562,-66.2143999999999977035258780233561992645263671875,1.309599999999998715338733746,26.03266016413743333401953350
210,2022/8/30 2:00:02,1548.6592,-66.9668999999999954297891235910356044769287109375,1.309100000000000989075488178,26.02414386920580691153759290
211,2022/8/30 2:00:32,1548.6634,-67.7776999999999958390617393888533115386962890625,1.296900000000001000444171950,25.81604215283768155586585635
212,2022/8/30 2:01:02,1548.6647,-68.6080999999999932015271042473614215850830078125,1.298700000000003683453542180,25.84678245958825781869450111
213,2022/8/30 2:01:32,1548.6687,-69.4628000000000014324541552923619747161865234375,1.299200000000006298250809777,25.85531917283145908470487484
214,2022/8/30 2:02:02,1548.6699,-70.306700000000006411937647499144077301025390625,1.293199999999998965449776733,25.75281371879795111468069990
