,time,temperature,ctwl
45,2022/8/31 21:51,80.24,1539.0033
46,2022/8/31 21:51,81.23,1539.012
47,2022/8/31 21:51,82.27,1539.0199
48,2022/8/31 21:51,83.32,1539.0199
49,2022/8/31 21:51,84.42,1539.0223
50,2022/8/31 21:51,85.53,1539.0428
51,2022/8/31 21:51,86.68,1539.0539
52,2022/8/31 21:51,87.85,1539.0594
53,2022/8/31 21:51,89.04,1539.0697
54,2022/8/31 21:52,90.22,1539.0736
55,2022/8/31 21:52,91.45,1539.076
56,2022/8/31 21:52,92.68,1539.0855
57,2022/8/31 21:52,93.93,1539.0973
58,2022/8/31 21:52,95.18,1539.106
59,2022/8/31 21:52,96.47,1539.11
60,2022/8/31 21:52,97.74,1539.121
61,2022/8/31 21:52,99.01,1539.121
62,2022/8/31 21:52,100.3,1539.1408
63,2022/8/31 21:52,101.6,1539.1424
64,2022/8/31 21:53,102.9,1539.1558
65,2022/8/31 21:53,104.1,1539.1716
66,2022/8/31 21:53,105.4,1539.1819
67,2022/8/31 21:53,106.7,1539.1945
68,2022/8/31 21:53,107.9,1539.2008
69,2022/8/31 21:53,109.2,1539.2222
70,2022/8/31 21:53,110.5,1539.2253
71,2022/8/31 21:53,111.7,1539.2325
72,2022/8/31 21:53,112.9,1539.2412
73,2022/8/31 21:53,114.2,1539.2657
74,2022/8/31 21:54,115.4,1539.2767
75,2022/8/31 21:54,116.6,1539.2878
76,2022/8/31 21:54,117.9,1539.3004
77,2022/8/31 21:54,119.1,1539.3099
78,2022/8/31 21:54,120.3,1539.3178
79,2022/8/31 21:54,121.5,1539.3162
80,2022/8/31 21:54,122.8,1539.3431
81,2022/8/31 21:54,124,1539.3581
82,2022/8/31 21:54,125.3,1539.3731
83,2022/8/31 21:54,126.5,1539.3866
84,2022/8/31 21:55,127.7,1539.3739
85,2022/8/31 21:55,128.9,1539.4048
86,2022/8/31 21:55,130.2,1539.4229
87,2022/8/31 21:55,131.3,1539.4222
88,2022/8/31 21:55,132.6,1539.4388
89,2022/8/31 21:55,133.9,1539.4617
90,2022/8/31 21:55,135.1,1539.4569
91,2022/8/31 21:55,136.4,1539.4783
92,2022/8/31 21:55,137.6,1539.4799
93,2022/8/31 21:55,138.8,1539.5059
94,2022/8/31 21:56,140.1,1539.5202
95,2022/8/31 21:56,141.4,1539.517
96,2022/8/31 21:56,142.6,1539.5352
97,2022/8/31 21:56,143.9,1539.5463
98,2022/8/31 21:56,145.1,1539.5581
99,2022/8/31 21:56,146.4,1539.5645
100,2022/8/31 21:56,147.7,1539.5708
101,2022/8/31 21:56,148.9,1539.5866
102,2022/8/31 21:56,150.2,1539.604
103,2022/8/31 21:56,151.5,1539.6095
104,2022/8/31 21:57,152.7,1539.6245
105,2022/8/31 21:57,154,1539.6475
106,2022/8/31 21:57,155.2,1539.6498
107,2022/8/31 21:57,156.5,1539.6688
108,2022/8/31 21:57,157.8,1539.6823
109,2022/8/31 21:57,159,1539.668
110,2022/8/31 21:57,160.3,1539.6957
111,2022/8/31 21:57,161.6,1539.7131
112,2022/8/31 21:57,162.8,1539.7131
113,2022/8/31 21:57,164.1,1539.7376
114,2022/8/31 21:58,165.3,1539.74
115,2022/8/31 21:58,166.5,1539.7748
116,2022/8/31 21:58,167.8,1539.7708
117,2022/8/31 21:58,169.1,1539.7835
118,2022/8/31 21:58,170.3,1539.812
119,2022/8/31 21:58,171.5,1539.8246
120,2022/8/31 21:58,172.8,1539.8412
121,2022/8/31 21:58,174,1539.8444
122,2022/8/31 21:58,175.2,1539.857
123,2022/8/31 21:58,176.5,1539.876
124,2022/8/31 21:59,177.7,1539.88
125,2022/8/31 21:59,179,1539.8824
126,2022/8/31 21:59,180.2,1539.8966
127,2022/8/31 21:59,181.4,1539.9219
128,2022/8/31 21:59,182.6,1539.9385
129,2022/8/31 21:59,183.8,1539.9401
130,2022/8/31 21:59,185,1539.9607
131,2022/8/31 21:59,186.2,1539.9828
132,2022/8/31 21:59,187.5,1539.9939
133,2022/8/31 21:59,188.7,1539.9986
134,2022/8/31 22:00,189.9,1540.0152
135,2022/8/31 22:00,191.1,1540.0255
136,2022/8/31 22:00,192.4,1540.039
137,2022/8/31 22:00,193.5,1540.0485
138,2022/8/31 22:00,194.8,1540.0556
139,2022/8/31 22:00,196,1540.0849
140,2022/8/31 22:00,197.2,1540.0991
141,2022/8/31 22:00,198.4,1540.0912
142,2022/8/31 22:00,199.6,1540.1118
143,2022/8/31 22:00,200.8,1540.1181
144,2022/8/31 22:01,202,1540.1323
145,2022/8/31 22:01,203.2,1540.1505
146,2022/8/31 22:01,204.5,1540.1759
147,2022/8/31 22:01,205.7,1540.1854
148,2022/8/31 22:01,206.9,1540.2083
149,2022/8/31 22:01,208.1,1540.2194
150,2022/8/31 22:01,209.4,1540.236
151,2022/8/31 22:01,210.6,1540.2028
152,2022/8/31 22:01,211.8,1540.2597
153,2022/8/31 22:01,213,1540.251
154,2022/8/31 22:02,214.2,1540.2858
155,2022/8/31 22:02,215.4,1540.2874
156,2022/8/31 22:02,216.6,1540.3009
157,2022/8/31 22:02,217.8,1540.3175
158,2022/8/31 22:02,219,1540.3159
159,2022/8/31 22:02,220.3,1540.3389
160,2022/8/31 22:02,221.4,1540.3713
161,2022/8/31 22:02,222.7,1540.3753
162,2022/8/31 22:02,223.9,1540.3982
163,2022/8/31 22:02,225,1540.3998
164,2022/8/31 22:03,226.2,1540.4228
165,2022/8/31 22:03,227.4,1540.4497
166,2022/8/31 22:03,228.5,1540.4433
167,2022/8/31 22:03,229.7,1540.4608
168,2022/8/31 22:03,230.9,1540.4671
169,2022/8/31 22:03,232.1,1540.4901
170,2022/8/31 22:03,233.3,1540.5003
171,2022/8/31 22:03,234.5,1540.5106
172,2022/8/31 22:03,235.7,1540.5312
173,2022/8/31 22:03,236.9,1540.5613
174,2022/8/31 22:04,238.1,1540.5653
175,2022/8/31 22:04,239.3,1540.5748
176,2022/8/31 22:04,240.5,1540.5985
177,2022/8/31 22:04,241.7,1540.6017
178,2022/8/31 22:04,242.9,1540.6246
179,2022/8/31 22:04,244.1,1540.6333
180,2022/8/31 22:04,245.3,1540.6523
181,2022/8/31 22:04,246.4,1540.6658
182,2022/8/31 22:04,247.5,1540.6793
183,2022/8/31 22:04,248.7,1540.6816
184,2022/8/31 22:05,249.8,1540.6682
185,2022/8/31 22:05,251,1540.7054
186,2022/8/31 22:05,252.1,1540.7299
187,2022/8/31 22:05,253.2,1540.7196
188,2022/8/31 22:05,254.4,1540.7561
189,2022/8/31 22:05,255.6,1540.7759
190,2022/8/31 22:05,256.8,1540.7854
191,2022/8/31 22:05,257.9,1540.7893
192,2022/8/31 22:05,259.1,1540.8004
193,2022/8/31 22:05,260.2,1540.8329
194,2022/8/31 22:06,261.3,1540.8558
195,2022/8/31 22:06,262.4,1540.8701
196,2022/8/31 22:06,263.6,1540.8669
197,2022/8/31 22:06,264.7,1540.8899
198,2022/8/31 22:06,265.8,1540.9152
199,2022/8/31 22:06,266.9,1540.9263
200,2022/8/31 22:06,268.1,1540.9446
201,2022/8/31 22:06,269.2,1540.9438
202,2022/8/31 22:06,270.3,1540.943
203,2022/8/31 22:06,271.5,1540.9604
204,2022/8/31 22:07,272.6,1540.9715
205,2022/8/31 22:07,273.8,1540.9881
206,2022/8/31 22:07,274.9,1541.0095
207,2022/8/31 22:07,276,1541.038
208,2022/8/31 22:07,277.1,1541.0364
209,2022/8/31 22:07,278.2,1541.0689
210,2022/8/31 22:07,279.4,1541.0507
211,2022/8/31 22:07,280.5,1541.0966
212,2022/8/31 22:07,281.6,1541.0935
213,2022/8/31 22:07,282.7,1541.1022
214,2022/8/31 22:08,283.8,1541.1236
215,2022/8/31 22:08,284.9,1541.137
216,2022/8/31 22:08,286.1,1541.145
217,2022/8/31 22:08,287.2,1541.145
218,2022/8/31 22:08,288.4,1541.1719
219,2022/8/31 22:08,289.5,1541.2147
220,2022/8/31 22:08,290.6,1541.2226
221,2022/8/31 22:08,291.7,1541.229
222,2022/8/31 22:08,292.9,1541.2464
223,2022/8/31 22:08,294,1541.2503
224,2022/8/31 22:09,295.2,1541.2797
225,2022/8/31 22:09,296.3,1541.2789
226,2022/8/31 22:09,297.4,1541.3058
227,2022/8/31 22:09,298.6,1541.3106
228,2022/8/31 22:09,299.7,1541.328
229,2022/8/31 22:09,300.8,1541.3549
230,2022/8/31 22:09,302,1541.3534
231,2022/8/31 22:09,303.1,1541.3652
232,2022/8/31 22:09,304.3,1541.3692
233,2022/8/31 22:09,305.4,1541.4049
234,2022/8/31 22:10,306.5,1541.4128
235,2022/8/31 22:10,307.7,1541.4405
236,2022/8/31 22:10,308.8,1541.4524
237,2022/8/31 22:10,310,1541.4722
238,2022/8/31 22:10,311.3,1541.4604
239,2022/8/31 22:10,312.3,1541.4976
240,2022/8/31 22:10,313.4,1541.4897
241,2022/8/31 22:10,314.6,1541.5087
242,2022/8/31 22:10,315.7,1541.5309
243,2022/8/31 22:10,316.8,1541.5357
244,2022/8/31 22:11,318,1541.5626
245,2022/8/31 22:11,319.1,1541.5682
246,2022/8/31 22:11,320.2,1541.6094
247,2022/8/31 22:11,321.4,1541.5975
248,2022/8/31 22:11,322.5,1541.6228
249,2022/8/31 22:11,323.6,1541.6585
250,2022/8/31 22:11,324.8,1541.6665
251,2022/8/31 22:11,325.9,1541.6886
252,2022/8/31 22:11,327,1541.6744
253,2022/8/31 22:11,328.2,1541.699
254,2022/8/31 22:12,329.3,1541.7164
255,2022/8/31 22:12,330.4,1541.7077
256,2022/8/31 22:12,331.6,1541.7346
257,2022/8/31 22:12,332.8,1541.756
258,2022/8/31 22:12,334,1541.7798
259,2022/8/31 22:12,335.2,1541.8004
260,2022/8/31 22:12,336.3,1541.8155
261,2022/8/31 22:12,337.5,1541.8219
262,2022/8/31 22:12,338.6,1541.8441
263,2022/8/31 22:12,339.9,1541.8567
264,2022/8/31 22:13,341.1,1541.8647
265,2022/8/31 22:13,342.3,1541.8766
266,2022/8/31 22:13,343.5,1541.8861
267,2022/8/31 22:13,344.6,1541.9059
268,2022/8/31 22:13,345.8,1541.9154
269,2022/8/31 22:13,347,1541.9408
270,2022/8/31 22:13,348.2,1541.9503
271,2022/8/31 22:13,349.4,1541.9686
272,2022/8/31 22:13,350.6,1542.0098
273,2022/8/31 22:13,351.8,1542.0193
274,2022/8/31 22:14,353.1,1542.0368
275,2022/8/31 22:14,354.3,1542.0471
276,2022/8/31 22:14,355.5,1542.0653
277,2022/8/31 22:14,356.5,1542.0629
278,2022/8/31 22:14,357.6,1542.1026
279,2022/8/31 22:14,358.5,1542.1129
280,2022/8/31 22:14,359.4,1542.1351
281,2022/8/31 22:14,360.2,1542.1534
282,2022/8/31 22:14,361,1542.1708
283,2022/8/31 22:14,361.7,1542.1883
284,2022/8/31 22:15,362.3,1542.1796
285,2022/8/31 22:15,363,1542.2184
286,2022/8/31 22:15,363.5,1542.2208
287,2022/8/31 22:15,364.1,1542.2438
288,2022/8/31 22:15,364.3,1542.2637
289,2022/8/31 22:15,365.1,1542.2827
290,2022/8/31 22:15,365.5,1542.2946
291,2022/8/31 22:15,365.9,1542.3279
292,2022/8/31 22:15,366.3,1542.2946
293,2022/8/31 22:15,366.7,1542.3351
294,2022/8/31 22:16,367,1542.3501
295,2022/8/31 22:16,367.3,1542.3676
296,2022/8/31 22:16,367.6,1542.3866
297,2022/8/31 22:16,367.9,1542.3859
298,2022/8/31 22:16,368.1,1542.4081
299,2022/8/31 22:16,368.3,1542.4231
300,2022/8/31 22:16,368.4,1542.4192
301,2022/8/31 22:16,368.5,1542.4295
302,2022/8/31 22:16,368.5,1542.4517
303,2022/8/31 22:16,368.5,1542.4517
304,2022/8/31 22:17,368.5,1542.443
305,2022/8/31 22:17,368.4,1542.4398
306,2022/8/31 22:17,368.4,1542.4628
307,2022/8/31 22:17,368.2,1542.4684
308,2022/8/31 22:17,368.1,1542.4628
309,2022/8/31 22:17,367.9,1542.4866
310,2022/8/31 22:17,367.8,1542.4771
311,2022/8/31 22:17,367.6,1542.485
312,2022/8/31 22:17,367.3,1542.4771
313,2022/8/31 22:17,367.1,1542.489
314,2022/8/31 22:18,366.8,1542.485
315,2022/8/31 22:18,366.6,1542.4866
316,2022/8/31 22:18,366.3,1542.4882
317,2022/8/31 22:18,366,1542.4946
318,2022/8/31 22:18,365.8,1542.4954
319,2022/8/31 22:18,365.5,1542.4874
320,2022/8/31 22:18,365.2,1542.4946
321,2022/8/31 22:18,365,1542.4787
322,2022/8/31 22:18,364.7,1542.4771
323,2022/8/31 22:18,364.5,1542.4874
324,2022/8/31 22:19,364.3,1542.489
325,2022/8/31 22:19,364.1,1542.493
326,2022/8/31 22:19,363.9,1542.4612
327,2022/8/31 22:19,363.7,1542.47
328,2022/8/31 22:19,363.5,1542.4501
329,2022/8/31 22:19,363.4,1542.4644
330,2022/8/31 22:19,363.2,1542.4549
331,2022/8/31 22:19,363.1,1542.4628
332,2022/8/31 22:19,363,1542.4406
333,2022/8/31 22:19,363,1542.4287
334,2022/8/31 22:20,362.9,1542.4231
335,2022/8/31 22:20,362.9,1542.4414
336,2022/8/31 22:20,362.9,1542.4462
337,2022/8/31 22:20,362.8,1542.4271
338,2022/8/31 22:20,362.8,1542.4224
339,2022/8/31 22:20,362.9,1542.4319
340,2022/8/31 22:20,362.9,1542.4224
341,2022/8/31 22:20,362.9,1542.4152
342,2022/8/31 22:20,362.9,1542.4192
343,2022/8/31 22:20,362.9,1542.4216
344,2022/8/31 22:21,362.9,1542.416
345,2022/8/31 22:21,362.9,1542.3938
346,2022/8/31 22:21,363,1542.42
347,2022/8/31 22:21,363,1542.4049
348,2022/8/31 22:21,363,1542.4065
349,2022/8/31 22:21,363,1542.4049
350,2022/8/31 22:21,363,1542.4112
351,2022/8/31 22:21,363.1,1542.4184
352,2022/8/31 22:21,363.1,1542.3914
353,2022/8/31 22:21,363.1,1542.4208
354,2022/8/31 22:22,363.1,1542.4049
355,2022/8/31 22:22,363.1,1542.4216
356,2022/8/31 22:22,363.1,1542.4176
357,2022/8/31 22:22,363.1,1542.3954
358,2022/8/31 22:22,363.1,1542.4104
359,2022/8/31 22:22,363.1,1542.416
360,2022/8/31 22:22,363,1542.4152
361,2022/8/31 22:22,363,1542.4231
362,2022/8/31 22:22,363,1542.4216
363,2022/8/31 22:22,363,1542.4033
364,2022/8/31 22:23,362.9,1542.4231
365,2022/8/31 22:23,362.9,1542.4192
366,2022/8/31 22:23,362.9,1542.4287
367,2022/8/31 22:23,362.8,1542.4224
368,2022/8/31 22:23,362.8,1542.4263
369,2022/8/31 22:23,362.8,1542.4287
370,2022/8/31 22:23,362.7,1542.4406
371,2022/8/31 22:23,362.7,1542.4247
372,2022/8/31 22:23,362.6,1542.4239
373,2022/8/31 22:23,362.6,1542.4136
374,2022/8/31 22:24,362.6,1542.4152
375,2022/8/31 22:24,362.5,1542.4057
376,2022/8/31 22:24,362.5,1542.4184
377,2022/8/31 22:24,362.4,1542.4295
378,2022/8/31 22:24,362.4,1542.4351
379,2022/8/31 22:24,362.3,1542.4327
380,2022/8/31 22:24,362.3,1542.4327
381,2022/8/31 22:24,362.2,1542.4287
382,2022/8/31 22:24,362.2,1542.4271
383,2022/8/31 22:24,362.2,1542.4287
384,2022/8/31 22:25,362.1,1542.4112
385,2022/8/31 22:25,362.1,1542.4081
386,2022/8/31 22:25,362,1542.4287
387,2022/8/31 22:25,362,1542.4168
388,2022/8/31 22:25,362,1542.4144
389,2022/8/31 22:25,361.9,1542.4287
390,2022/8/31 22:25,361.9,1542.4097
391,2022/8/31 22:25,361.8,1542.4327
392,2022/8/31 22:25,361.8,1542.4263
393,2022/8/31 22:25,361.8,1542.4247
394,2022/8/31 22:26,361.7,1542.4216
395,2022/8/31 22:26,361.7,1542.4168
396,2022/8/31 22:26,361.7,1542.412
397,2022/8/31 22:26,361.7,1542.416
398,2022/8/31 22:26,361.7,1542.4184
399,2022/8/31 22:26,361.7,1542.4144
400,2022/8/31 22:26,361.6,1542.4168
401,2022/8/31 22:26,361.6,1542.4351
402,2022/8/31 22:26,361.6,1542.42
403,2022/8/31 22:26,361.6,1542.4168
404,2022/8/31 22:27,361.6,1542.4041
405,2022/8/31 22:27,361.5,1542.42
406,2022/8/31 22:27,361.5,1542.4112
407,2022/8/31 22:27,361.5,1542.4097
408,2022/8/31 22:27,361.5,1542.4216
409,2022/8/31 22:27,361.5,1542.412
410,2022/8/31 22:27,361.4,1542.412
411,2022/8/31 22:27,361.4,1542.4089
412,2022/8/31 22:27,361.4,1542.4152
413,2022/8/31 22:27,361.4,1542.4104
414,2022/8/31 22:28,361.3,1542.42
415,2022/8/31 22:28,361.3,1542.4065
416,2022/8/31 22:28,361.3,1542.4081
417,2022/8/31 22:28,361.3,1542.4144
418,2022/8/31 22:28,361.3,1542.4263
419,2022/8/31 22:28,361.2,1542.4295
420,2022/8/31 22:28,361.2,1542.4224
421,2022/8/31 22:28,361.2,1542.4065
422,2022/8/31 22:28,361.2,1542.416
423,2022/8/31 22:28,361.1,1542.4041
424,2022/8/31 22:29,361.1,1542.4271
425,2022/8/31 22:29,361.1,1542.412
426,2022/8/31 22:29,361,1542.4152
427,2022/8/31 22:29,361,1542.4097
428,2022/8/31 22:29,361,1542.4025
429,2022/8/31 22:29,361,1542.4104
430,2022/8/31 22:29,360.9,1542.4057
431,2022/8/31 22:29,360.9,1542.4168
432,2022/8/31 22:29,360.9,1542.4247
433,2022/8/31 22:29,360.9,1542.4041
434,2022/8/31 22:30,360.8,1542.4089
435,2022/8/31 22:30,360.8,1542.4097
436,2022/8/31 22:30,360.8,1542.4089
437,2022/8/31 22:30,360.7,1542.4057
438,2022/8/31 22:30,360.8,1542.412
439,2022/8/31 22:30,360.7,1542.4152
440,2022/8/31 22:30,360.7,1542.4097
441,2022/8/31 22:30,360.7,1542.4112
442,2022/8/31 22:30,360.6,1542.4104
443,2022/8/31 22:30,360.6,1542.4136
444,2022/8/31 22:31,360.6,1542.4152
445,2022/8/31 22:31,360.6,1542.4112
446,2022/8/31 22:31,360.6,1542.4033
447,2022/8/31 22:31,360.5,1542.4065
448,2022/8/31 22:31,360.5,1542.4208
449,2022/8/31 22:31,360.5,1542.416
450,2022/8/31 22:31,360.4,1542.4104
451,2022/8/31 22:31,360.4,1542.4073
452,2022/8/31 22:31,360.4,1542.4104
453,2022/8/31 22:31,360.4,1542.4208
454,2022/8/31 22:32,360.4,1542.4041
455,2022/8/31 22:32,360.4,1542.412
456,2022/8/31 22:32,360.3,1542.3962
457,2022/8/31 22:32,360.3,1542.4224
458,2022/8/31 22:32,360.3,1542.4168
459,2022/8/31 22:32,360.3,1542.4192
460,2022/8/31 22:32,360.3,1542.3898
461,2022/8/31 22:32,360.2,1542.4136
462,2022/8/31 22:32,360.2,1542.4065
463,2022/8/31 22:32,360.2,1542.3914
464,2022/8/31 22:33,360.2,1542.3978
465,2022/8/31 22:33,360.2,1542.4065
466,2022/8/31 22:33,360.2,1542.3962
467,2022/8/31 22:33,360.2,1542.4049
468,2022/8/31 22:33,360.2,1542.4112
469,2022/8/31 22:33,360.1,1542.4081
470,2022/8/31 22:33,360.1,1542.3803
471,2022/8/31 22:33,360.1,1542.4144
472,2022/8/31 22:33,360.1,1542.4184
473,2022/8/31 22:33,360,1542.4152
474,2022/8/31 22:34,360,1542.4057
475,2022/8/31 22:34,360,1542.4136
476,2022/8/31 22:34,360,1542.3859
477,2022/8/31 22:34,360,1542.4089
478,2022/8/31 22:34,359.9,1542.4081
479,2022/8/31 22:34,359.9,1542.4097
480,2022/8/31 22:34,359.9,1542.4065
481,2022/8/31 22:34,359.9,1542.3747
482,2022/8/31 22:34,359.9,1542.3874
483,2022/8/31 22:34,359.9,1542.4017
484,2022/8/31 22:35,359.8,1542.4009
485,2022/8/31 22:35,359.8,1542.3978
486,2022/8/31 22:35,359.8,1542.4089
487,2022/8/31 22:35,359.8,1542.4073
488,2022/8/31 22:35,359.8,1542.4017
489,2022/8/31 22:35,359.8,1542.4152
490,2022/8/31 22:35,359.8,1542.3985
491,2022/8/31 22:35,359.8,1542.3978
492,2022/8/31 22:35,359.7,1542.4152
493,2022/8/31 22:35,359.7,1542.4041
494,2022/8/31 22:36,359.7,1542.389
495,2022/8/31 22:36,359.7,1542.4017
496,2022/8/31 22:36,359.7,1542.4136
497,2022/8/31 22:36,359.7,1542.4089
498,2022/8/31 22:36,359.7,1542.4089
499,2022/8/31 22:36,359.7,1542.4097
500,2022/8/31 22:36,359.7,1542.3985
501,2022/8/31 22:36,359.6,1542.4017
502,2022/8/31 22:36,359.6,1542.3993
503,2022/8/31 22:36,359.6,1542.4049
504,2022/8/31 22:37,359.6,1542.4065
505,2022/8/31 22:37,359.6,1542.4073
506,2022/8/31 22:37,359.6,1542.4025
507,2022/8/31 22:37,359.6,1542.4025
508,2022/8/31 22:37,359.5,1542.4097
509,2022/8/31 22:37,359.5,1542.3938
510,2022/8/31 22:37,359.5,1542.4041
511,2022/8/31 22:37,359.5,1542.3835
512,2022/8/31 22:37,359.5,1542.4009
513,2022/8/31 22:37,359.5,1542.3946
514,2022/8/31 22:38,359.5,1542.3978
515,2022/8/31 22:38,359.5,1542.3978
516,2022/8/31 22:38,359.4,1542.3938
517,2022/8/31 22:38,359.4,1542.3978
518,2022/8/31 22:38,359.4,1542.4065
519,2022/8/31 22:38,359.4,1542.3962
520,2022/8/31 22:38,359.4,1542.4033
521,2022/8/31 22:38,359.4,1542.3946
522,2022/8/31 22:38,359.4,1542.4057
523,2022/8/31 22:38,359.4,1542.4049
524,2022/8/31 22:39,359.3,1542.4081
525,2022/8/31 22:39,359.3,1542.389
526,2022/8/31 22:39,359.3,1542.4033
527,2022/8/31 22:39,359.3,1542.3811
528,2022/8/31 22:39,359.3,1542.3906
529,2022/8/31 22:39,359.3,1542.3898
530,2022/8/31 22:39,359.2,1542.4041
531,2022/8/31 22:39,359.2,1542.4049
532,2022/8/31 22:39,359.2,1542.3985
533,2022/8/31 22:39,359.2,1542.389
534,2022/8/31 22:40,359.2,1542.3954
535,2022/8/31 22:40,359.2,1542.3882
536,2022/8/31 22:40,359.2,1542.4041
537,2022/8/31 22:40,359.2,1542.3922
538,2022/8/31 22:40,359.2,1542.3985
539,2022/8/31 22:40,359.2,1542.397
540,2022/8/31 22:40,359.1,1542.3906
541,2022/8/31 22:40,359.1,1542.3946
542,2022/8/31 22:40,359.1,1542.3993
543,2022/8/31 22:40,359.1,1542.3835
544,2022/8/31 22:41,359.1,1542.4017
545,2022/8/31 22:41,359.1,1542.4065
546,2022/8/31 22:41,359.1,1542.4065
547,2022/8/31 22:41,359.1,1542.3938
548,2022/8/31 22:41,359.1,1542.3938
549,2022/8/31 22:41,359,1542.3795
550,2022/8/31 22:41,359,1542.4033
551,2022/8/31 22:41,359,1542.3874
552,2022/8/31 22:41,359,1542.4065
553,2022/8/31 22:41,359,1542.3962
554,2022/8/31 22:42,358.9,1542.3938
555,2022/8/31 22:42,358.9,1542.393
556,2022/8/31 22:42,358.9,1542.389
557,2022/8/31 22:42,358.9,1542.4049
558,2022/8/31 22:42,358.8,1542.389
559,2022/8/31 22:42,358.8,1542.3946
560,2022/8/31 22:42,358.8,1542.393
561,2022/8/31 22:42,358.8,1542.3978
562,2022/8/31 22:42,358.8,1542.4001
563,2022/8/31 22:42,358.8,1542.3922
564,2022/8/31 22:43,358.8,1542.3779
565,2022/8/31 22:43,358.8,1542.3985
566,2022/8/31 22:43,358.8,1542.397
567,2022/8/31 22:43,358.7,1542.4001
568,2022/8/31 22:43,358.7,1542.4017
569,2022/8/31 22:43,358.7,1542.4033
570,2022/8/31 22:43,358.7,1542.3914
571,2022/8/31 22:43,358.7,1542.389
572,2022/8/31 22:43,358.7,1542.3882
573,2022/8/31 22:43,358.7,1542.3985
574,2022/8/31 22:44,358.7,1542.3874
575,2022/8/31 22:44,358.7,1542.3985
576,2022/8/31 22:44,358.7,1542.4001
577,2022/8/31 22:44,358.7,1542.389
578,2022/8/31 22:44,358.7,1542.3874
579,2022/8/31 22:44,358.7,1542.3874
580,2022/8/31 22:44,358.6,1542.397
581,2022/8/31 22:44,358.6,1542.393
582,2022/8/31 22:44,358.6,1542.3747
583,2022/8/31 22:44,358.6,1542.3954
584,2022/8/31 22:45,358.6,1542.3938
585,2022/8/31 22:45,358.6,1542.3938
586,2022/8/31 22:45,358.6,1542.397
587,2022/8/31 22:45,358.6,1542.397
588,2022/8/31 22:45,358.6,1542.4017
589,2022/8/31 22:45,358.6,1542.3898
590,2022/8/31 22:45,358.6,1542.3922
591,2022/8/31 22:45,358.6,1542.3954
592,2022/8/31 22:45,358.6,1542.4009
593,2022/8/31 22:45,358.5,1542.4001
594,2022/8/31 22:46,358.5,1542.3771
595,2022/8/31 22:46,358.5,1542.3938
596,2022/8/31 22:46,358.5,1542.3938
597,2022/8/31 22:46,358.5,1542.3866
598,2022/8/31 22:46,358.5,1542.362
599,2022/8/31 22:46,358.5,1542.3763
600,2022/8/31 22:46,358.5,1542.3803
601,2022/8/31 22:46,358.5,1542.3819
602,2022/8/31 22:46,358.4,1542.3859
603,2022/8/31 22:46,358.4,1542.3978
604,2022/8/31 22:47,358.4,1542.3938
605,2022/8/31 22:47,358.4,1542.397
606,2022/8/31 22:47,358.4,1542.3946
607,2022/8/31 22:47,358.4,1542.3882
608,2022/8/31 22:47,358.4,1542.3993
609,2022/8/31 22:47,358.4,1542.393
610,2022/8/31 22:47,358.3,1542.3954
611,2022/8/31 22:47,358.3,1542.3906
612,2022/8/31 22:47,358.3,1542.389
613,2022/8/31 22:47,358.3,1542.3835
614,2022/8/31 22:48,358.3,1542.3938
